"TABLE_TYPE","dbms","TABLE_CATALOG","TABLE_SCHEMA","TABLE_NAME","COLUMN_NAME","ORDINAL_POSITION","DATA_TYPE","CHARACTER_MAXIMUM_LENGTH","CONSTRAINT_TYPE","TABLE_SCHEMA1","TABLE_NAME1","COLUMN_NAME1"
"BASE TABLE","sqlserver","LIVE","dbo","CONSIGN_RECEIVER","CUSTOMER_ID","4","nvarchar","15","FOREIGN KEY","dbo","CUSTOMER","ID"
"BASE TABLE","sqlserver","LIVE","dbo","CONSIGN_RECEIVER","RECEIVED_DATE","5","datetime","","","","",""
"BASE TABLE","sqlserver","LIVE","dbo","CONSIGN_RECEIVER","USER_ID","6","nvarchar","20","","","",""
"BASE TABLE","sqlserver","LIVE","dbo","CONSIGN_RECEIVER","CARRIER_ID","7","nvarchar","15","","","",""
"BASE TABLE","sqlserver","LIVE","dbo","CONSIGN_RECEIVER","BOL_ID","8","nvarchar","20","","","",""
"BASE TABLE","sqlserver","LIVE","dbo","CONSIGN_RECEIVER","CREATE_DATE","9","datetime","","","","",""
"BASE TABLE","sqlserver","LIVE","dbo","CONSIGN_RECEIVER","SITE_ID","10","nvarchar","15","","","",""
"BASE TABLE","sqlserver","LIVE","dbo","CONSOLID_ACCOUNT","ROWID","1","int","","","","",""
"BASE TABLE","sqlserver","LIVE","dbo","CONSOLID_ACCOUNT","PARENT_ACCT_ID","2","nvarchar","30","PRIMARY KEY","","",""
"BASE TABLE","sqlserver","LIVE","dbo","CONSOLID_ACCOUNT","DESCRIPTION","3","nvarchar","120","","","",""
"BASE TABLE","sqlserver","LIVE","dbo","CONSOLID_ACCOUNT","TYPE","4","nchar","1","","","",""
"BASE TABLE","sqlserver","LIVE","dbo","CONSOLIDATION","ROWID","1","int","","","","",""
"BASE TABLE","sqlserver","LIVE","dbo","CONSOLIDATION","ID","2","nvarchar","15","PRIMARY KEY","","",""
"BASE TABLE","sqlserver","LIVE","dbo","CONSOLIDATION","DESCRIPTION","3","nvarchar","80","","","",""
"BASE TABLE","sqlserver","LIVE","dbo","CONSOLIDATION","CREATE_DATE","4","datetime","","","","",""
"BASE TABLE","sqlserver","LIVE","dbo","CONSOLIDATION_LOG","ROWID","1","int","","","","",""
"BASE TABLE","sqlserver","LIVE","dbo","CONSOLIDATION_LOG","CONSOLIDATION_ID","2","nvarchar","15","","","",""
"BASE TABLE","sqlserver","LIVE","dbo","CONSOLIDATION_LOG","SITE_ID","3","nvarchar","15","","","",""
"BASE TABLE","sqlserver","LIVE","dbo","CONSOLIDATION_LOG","CREATE_DATE","4","datetime","","","","",""
"BASE TABLE","sqlserver","LIVE","dbo","CONSOLIDATION_LOG","START_DATE","5","datetime","","","","",""
"BASE TABLE","sqlserver","LIVE","dbo","CONSOLIDATION_LOG","END_DATE","6","datetime","","","","",""
"BASE TABLE","sqlserver","LIVE","dbo","CONSOLIDATION_LOG","FILENAME","7","nvarchar","15","","","",""
"BASE TABLE","sqlserver","LIVE","dbo","CONSOLIDATION_LOG","TYPE","8","nchar","1","","","",""
"BASE TABLE","sqlserver","LIVE","dbo","CONSOLIDATION_MAP","ROWID","1","int","","","","",""
"BASE TABLE","sqlserver","LIVE","dbo","CONSOLIDATION_MAP","CONSOLIDATION_ID","2","nvarchar","15","PRIMARY KEY","","",""
"BASE TABLE","sqlserver","LIVE","dbo","CONSOLIDATION_MAP","LINE_NO","3","smallint","","PRIMARY KEY","","",""
"BASE TABLE","sqlserver","LIVE","dbo","CONSOLIDATION_MAP","LOCAL_ACCT_ID","4","nvarchar","30","FOREIGN KEY","dbo","ACCOUNT","ID"
"BASE TABLE","sqlserver","LIVE","dbo","CONSOLIDATION_MAP","PARENT_ACCT_ID","5","nvarchar","30","FOREIGN KEY","dbo","CONSOLID_ACCOUNT","PARENT_ACCT_ID"
"BASE TABLE","sqlserver","LIVE","dbo","CONSOLIDATION_MAP","PERCENT","6","decimal","","","","",""
"BASE TABLE","sqlserver","LIVE","dbo","CONSOLIDATION_MAP","DERIVED","7","nchar","1","","","",""
"BASE TABLE","sqlserver","LIVE","dbo","CONTACT","ROWID","1","int","","","","",""
"BASE TABLE","sqlserver","LIVE","dbo","CONTACT","ID","2","nvarchar","25","PRIMARY KEY","","",""
"BASE TABLE","sqlserver","LIVE","dbo","CONTACT","FIRST_NAME","3","nvarchar","30","","","",""
"BASE TABLE","sqlserver","LIVE","dbo","CONTACT","LAST_NAME","4","nvarchar","30","","","",""
"BASE TABLE","sqlserver","LIVE","dbo","CONTACT","MIDDLE_NAME","5","nvarchar","30","","","",""
"BASE TABLE","sqlserver","LIVE","dbo","CONTACT","MIDDLE_INITIAL","6","nvarchar","2","","","",""
"BASE TABLE","sqlserver","LIVE","dbo","CONTACT","POSITION","7","nvarchar","50","","","",""
"BASE TABLE","sqlserver","LIVE","dbo","CONTACT","SALUTATION","8","nvarchar","60","","","",""
"BASE TABLE","sqlserver","LIVE","dbo","CONTACT","HONORIFIC","9","nvarchar","15","","","",""
"BASE TABLE","sqlserver","LIVE","dbo","CONTACT","COUNTRY_DIAL_CODE","10","nvarchar","10","","","",""
"BASE TABLE","sqlserver","LIVE","dbo","CONTACT","PHONE","11","nvarchar","20","","","",""
"BASE TABLE","sqlserver","LIVE","dbo","CONTACT","PHONE_EXT","12","nvarchar","10","","","",""
"BASE TABLE","sqlserver","LIVE","dbo","CONTACT","FAX","13","nvarchar","20","","","",""
"BASE TABLE","sqlserver","LIVE","dbo","CONTACT","MOBILE","14","nvarchar","20","","","",""
"BASE TABLE","sqlserver","LIVE","dbo","CONTACT","EMAIL","15","nvarchar","100","","","",""
"BASE TABLE","sqlserver","LIVE","dbo","CONTACT","ADDR_1","16","nvarchar","50","","","",""
"BASE TABLE","sqlserver","LIVE","dbo","CONTACT","ADDR_2","17","nvarchar","50","","","",""
"BASE TABLE","sqlserver","LIVE","dbo","CONTACT","ADDR_3","18","nvarchar","50","","","",""
"BASE TABLE","sqlserver","LIVE","dbo","CONTACT","CITY","19","nvarchar","30","","","",""
"BASE TABLE","sqlserver","LIVE","dbo","CONTACT","STATE","20","nvarchar","10","","","",""
"BASE TABLE","sqlserver","LIVE","dbo","CONTACT","ZIPCODE","21","nvarchar","10","","","",""
"BASE TABLE","sqlserver","LIVE","dbo","CONTACT","COUNTRY","22","nvarchar","50","","","",""
"BASE TABLE","sqlserver","LIVE","dbo","CONTACT","CONTACT_COUNTRY_ID","23","nvarchar","15","","","",""
"BASE TABLE","sqlserver","LIVE","dbo","CONTACT","WEB_USER_ID","24","nvarchar","20","","","",""
"BASE TABLE","sqlserver","LIVE","dbo","CONTACT","WEB_PASSWORD","25","nvarchar","20","","","",""
"BASE TABLE","sqlserver","LIVE","dbo","CONTACT","PREFERRED_CONTACT_METHOD","26","nchar","1","","","",""
"BASE TABLE","sqlserver","LIVE","dbo","CONTACT","GENDER_CODE","27","nchar","1","","","",""
"BASE TABLE","sqlserver","LIVE","dbo","CONTACT","MARITAL_STATUS","28","nchar","1","","","",""
"BASE TABLE","sqlserver","LIVE","dbo","CONTACT","BIRTH_DATE","29","datetime","","","","",""
"BASE TABLE","sqlserver","LIVE","dbo","CONTACT","USER_1","30","nvarchar","80","","","",""
"BASE TABLE","sqlserver","LIVE","dbo","CONTACT","USER_2","31","nvarchar","80","","","",""
"BASE TABLE","sqlserver","LIVE","dbo","CONTACT","USER_3","32","nvarchar","80","","","",""
"BASE TABLE","sqlserver","LIVE","dbo","CONTACT","USER_4","33","nvarchar","80","","","",""
"BASE TABLE","sqlserver","LIVE","dbo","CONTACT","USER_5","34","nvarchar","80","","","",""
"BASE TABLE","sqlserver","LIVE","dbo","CONTACT","USER_6","35","nvarchar","80","","","",""
"BASE TABLE","sqlserver","LIVE","dbo","CONTACT","USER_7","36","nvarchar","80","","","",""
"BASE TABLE","sqlserver","LIVE","dbo","CONTACT","USER_8","37","nvarchar","80","","","",""
"BASE TABLE","sqlserver","LIVE","dbo","CONTACT","USER_9","38","nvarchar","80","","","",""
"BASE TABLE","sqlserver","LIVE","dbo","CONTACT","USER_10","39","nvarchar","80","","","",""
"BASE TABLE","sqlserver","LIVE","dbo","CONTACT","ACTIVE_FLAG","40","nchar","1","","","",""
"BASE TABLE","sqlserver","LIVE","dbo","CONTACT","NO_CALL_PHONE","41","nchar","1","","","",""
"BASE TABLE","sqlserver","LIVE","dbo","CONTACT","NO_CALL_MOBILE","42","nchar","1","","","",""
"BASE TABLE","sqlserver","LIVE","dbo","CONTACT","NO_EMAIL","43","nchar","1","","","",""
"BASE TABLE","sqlserver","LIVE","dbo","CONTACT","URL_TWITTER","44","nvarchar","255","","","",""
"BASE TABLE","sqlserver","LIVE","dbo","CONTACT","URL_FACEBOOK","45","nvarchar","255","","","",""
"BASE TABLE","sqlserver","LIVE","dbo","CONTACT","URL_MYSPACE","46","nvarchar","255","","","",""
"BASE TABLE","sqlserver","LIVE","dbo","CONTACT","URL_LINKEDIN","47","nvarchar","255","","","",""
"BASE TABLE","sqlserver","LIVE","dbo","CONTACT","URL_HYVES","48","nvarchar","255","","","",""
"BASE TABLE","sqlserver","LIVE","dbo","CONTACT","UDF_LAYOUT_ID","49","nvarchar","15","","","",""
"BASE TABLE","sqlserver","LIVE","dbo","CONTACT_BINARY","ROWID","1","int","","","","",""
"BASE TABLE","sqlserver","LIVE","dbo","CONTACT_BINARY","CONTACT_ID","2","nvarchar","25","FOREIGN KEY","dbo","CONTACT","ID"
"BASE TABLE","sqlserver","LIVE","dbo","CONTACT_BINARY","CONTACT_ID","2","nvarchar","25","PRIMARY KEY","","",""
"BASE TABLE","sqlserver","LIVE","dbo","CONTACT_BINARY","TYPE","3","nchar","1","PRIMARY KEY","","",""
"BASE TABLE","sqlserver","LIVE","dbo","CONTACT_BINARY","BITS","4","image","2147483647","","","",""
"BASE TABLE","sqlserver","LIVE","dbo","CONTACT_BINARY","BITS_LENGTH","5","int","","","","",""
"BASE TABLE","sqlserver","LIVE","dbo","CONTAINER_TYPE","ROWID","1","int","","","","",""
"BASE TABLE","sqlserver","LIVE","dbo","CONTAINER_TYPE","CODE","2","nvarchar","15","PRIMARY KEY","","",""
"BASE TABLE","sqlserver","LIVE","dbo","CONTAINER_TYPE","DESCRIPTION","3","nvarchar","80","","","",""
"BASE TABLE","sqlserver","LIVE","dbo","CONTRACT_TYPE","ROWID","1","int","","","","",""
"BASE TABLE","sqlserver","LIVE","dbo","CONTRACT_TYPE","CODE","2","nvarchar","15","PRIMARY KEY","","",""
"BASE TABLE","sqlserver","LIVE","dbo","CONTRACT_TYPE","DESCRIPTION","3","nvarchar","80","","","",""
"BASE TABLE","sqlserver","LIVE","dbo","CONTRACT_TYPE","CONTRACT_CATEGORY","4","nchar","1","","","",""
"BASE TABLE","sqlserver","LIVE","dbo","CONTRACT_TYPE","REVENUE_BASIS","5","nchar","1","","","",""
"BASE TABLE","sqlserver","LIVE","dbo","CONTRACT_TYPE","BILLING_BASIS","6","nchar","1","","","",""
"BASE TABLE","sqlserver","LIVE","dbo","CONTRACT_TYPE","FEE_BASIS","7","nchar","1","","","",""
"BASE TABLE","sqlserver","LIVE","dbo","CONTRACT_TYPE","INVOICING_METHOD","8","nchar","1","","","",""
"BASE TABLE","sqlserver","LIVE","dbo","CONTROL_LIMITS","ROWID","1","int","","","","",""
"BASE TABLE","sqlserver","LIVE","dbo","CONTROL_LIMITS","TEST_ID","2","nvarchar","15","FOREIGN KEY","dbo","TEST_STEP","TEST_ID"
"BASE TABLE","sqlserver","LIVE","dbo","CONTROL_LIMITS","TEST_ID","2","nvarchar","15","PRIMARY KEY","","",""
"BASE TABLE","sqlserver","LIVE","dbo","CONTROL_LIMITS","STEP_NO","3","int","","FOREIGN KEY","dbo","TEST_STEP","STEP_NO"
"BASE TABLE","sqlserver","LIVE","dbo","CONTROL_LIMITS","STEP_NO","3","int","","PRIMARY KEY","","",""
"BASE TABLE","sqlserver","LIVE","dbo","CONTROL_LIMITS","LIMIT_ID","4","nvarchar","15","PRIMARY KEY","","",""
"BASE TABLE","sqlserver","LIVE","dbo","CONTROL_LIMITS","LIMIT_TYPE","5","nvarchar","4","PRIMARY KEY","","",""
"BASE TABLE","sqlserver","LIVE","dbo","CONTROL_LIMITS","DESCRIPTION","6","nvarchar","40","","","",""
"BASE TABLE","sqlserver","LIVE","dbo","CONTROL_LIMITS","CENTRAL_LINE","7","decimal","","","","",""
"BASE TABLE","sqlserver","LIVE","dbo","CONTROL_LIMITS","LCL","8","decimal","","","","",""
"BASE TABLE","sqlserver","LIVE","dbo","CONTROL_LIMITS","UCL","9","decimal","","","","",""
"BASE TABLE","sqlserver","LIVE","dbo","CONTROL_LIMITS","CREATE_DATE","10","datetime","","","","",""
"BASE TABLE","sqlserver","LIVE","dbo","CONTROL_LIMITS","START_SUBGROUP","11","smallint","","","","",""
"BASE TABLE","sqlserver","LIVE","dbo","CONTROL_LIMITS","END_SUBGROUP","12","smallint","","","","",""
"BASE TABLE","sqlserver","LIVE","dbo","CONTROL_LIMITS","NUM_OF_SUBGRPS","13","smallint","","","","",""
"BASE TABLE","sqlserver","LIVE","dbo","COR_INBOX_ENTRY","C_ID","1","bigint","","PRIMARY KEY","","",""
"BASE TABLE","sqlserver","LIVE","dbo","COR_INBOX_ENTRY","C_XML","2","varbinary","-1","","","",""
"BASE TABLE","sqlserver","LIVE","dbo","COR_INBOX_ENTRY","C_TENANT_ID","3","nvarchar","250","","","",""
"BASE TABLE","sqlserver","LIVE","dbo","COR_INBOX_ENTRY","C_MESSAGE_PRIORITY","4","int","","","","",""
"BASE TABLE","sqlserver","LIVE","dbo","COR_INBOX_ENTRY","C_CREATED_DATE_TIME","5","datetime","","","","",""
"BASE TABLE","sqlserver","LIVE","dbo","COR_INBOX_ENTRY","C_WAS_PROCESSED","6","int","","","","",""
"BASE TABLE","sqlserver","LIVE","dbo","COR_INBOX_HEADERS","C_ID","1","bigint","","PRIMARY KEY","","",""
"BASE TABLE","sqlserver","LIVE","dbo","COR_INBOX_HEADERS","C_INBOX_ID","2","bigint","","FOREIGN KEY","dbo","COR_INBOX_ENTRY","C_ID"
"BASE TABLE","sqlserver","LIVE","dbo","COR_INBOX_HEADERS","C_HEADER_KEY","3","nvarchar","250","","","",""
"BASE TABLE","sqlserver","LIVE","dbo","COR_INBOX_HEADERS","C_HEADER_VALUE","4","nvarchar","250","","","",""
"BASE TABLE","sqlserver","LIVE","dbo","COR_OUTBOX_ENTRY","C_ID","1","bigint","","PRIMARY KEY","","",""
"BASE TABLE","sqlserver","LIVE","dbo","COR_OUTBOX_ENTRY","C_XML","2","varbinary","-1","","","",""
"BASE TABLE","sqlserver","LIVE","dbo","COR_OUTBOX_ENTRY","C_TENANT_ID","3","nvarchar","250","","","",""
"BASE TABLE","sqlserver","LIVE","dbo","COR_OUTBOX_ENTRY","C_MESSAGE_PRIORITY","4","int","","","","",""
"BASE TABLE","sqlserver","LIVE","dbo","COR_OUTBOX_ENTRY","C_CREATED_DATE_TIME","5","datetime","","","","",""
"BASE TABLE","sqlserver","LIVE","dbo","COR_OUTBOX_ENTRY","C_WAS_PROCESSED","6","int","","","","",""
"BASE TABLE","sqlserver","LIVE","dbo","COR_OUTBOX_HEADERS","C_ID","1","bigint","","PRIMARY KEY","","",""
"BASE TABLE","sqlserver","LIVE","dbo","COR_OUTBOX_HEADERS","C_OUTBOX_ID","2","bigint","","FOREIGN KEY","dbo","COR_OUTBOX_ENTRY","C_ID"
"BASE TABLE","sqlserver","LIVE","dbo","COR_OUTBOX_HEADERS","C_HEADER_KEY","3","nvarchar","250","","","",""
"BASE TABLE","sqlserver","LIVE","dbo","COR_OUTBOX_HEADERS","C_HEADER_VALUE","4","nvarchar","250","","","",""
"BASE TABLE","sqlserver","LIVE","dbo","COR_PROPERTY","C_ID","1","bigint","","","","",""
"BASE TABLE","sqlserver","LIVE","dbo","COR_PROPERTY","C_PROPERTY_NAME","2","nvarchar","250","","","",""
"BASE TABLE","sqlserver","LIVE","dbo","COR_PROPERTY","C_PROPERTY_VALUE","3","nvarchar","250","","","",""
"BASE TABLE","sqlserver","LIVE","dbo","COST_CATEGORY","ROWID","1","int","","","","",""
"BASE TABLE","sqlserver","LIVE","dbo","COST_CATEGORY","ID","2","nvarchar","15","PRIMARY KEY","","",""
"BASE TABLE","sqlserver","LIVE","dbo","COST_CATEGORY","DESCRIPTION","3","nvarchar","80","","","",""
"BASE TABLE","sqlserver","LIVE","dbo","COST_CATEGORY","COST_TYPE","4","nchar","1","","","",""
"BASE TABLE","sqlserver","LIVE","dbo","COST_CATEGORY","COST_GROUP_ID","5","nvarchar","15","FOREIGN KEY","dbo","COST_GROUP","ID"
"BASE TABLE","sqlserver","LIVE","dbo","COST_CATEGORY","SPREAD_TYPE","6","nchar","1","","","",""
"BASE TABLE","sqlserver","LIVE","dbo","COST_CATEGORY","BURDEN_APPLY_TYPE","7","nvarchar","2","","","",""
"BASE TABLE","sqlserver","LIVE","dbo","COST_CATEGORY","ACTGRP_BURCAT_POOL","8","nvarchar","15","","","",""
"BASE TABLE","sqlserver","LIVE","dbo","COST_CATEGORY","ACTGRP_BURCAT_BASE","9","nvarchar","15","","","",""
"BASE TABLE","sqlserver","LIVE","dbo","COST_GROUP","ROWID","1","int","","","","",""
"BASE TABLE","sqlserver","LIVE","dbo","COST_GROUP","ID","2","nvarchar","15","PRIMARY KEY","","",""
"BASE TABLE","sqlserver","LIVE","dbo","COST_GROUP","DESCRIPTION","3","nvarchar","80","","","",""
"BASE TABLE","sqlserver","LIVE","dbo","COST_GROUP","TYPE","4","nchar","1","","","",""
"BASE TABLE","sqlserver","LIVE","dbo","COST_SIMULATION","ROWID","1","int","","","","",""
"BASE TABLE","sqlserver","LIVE","dbo","COST_SIMULATION","SIMULATION_ID","2","nvarchar","15","FOREIGN KEY","dbo","SIMULATION","ID"
"BASE TABLE","sqlserver","LIVE","dbo","COST_SIMULATION","SIMULATION_ID","2","nvarchar","15","PRIMARY KEY","","",""
"BASE TABLE","sqlserver","LIVE","dbo","COST_SIMULATION","PART_ID","3","nvarchar","30","FOREIGN KEY","dbo","PART","ID"
"BASE TABLE","sqlserver","LIVE","dbo","COST_SIMULATION","PART_ID","3","nvarchar","30","PRIMARY KEY","","",""
"BASE TABLE","sqlserver","LIVE","dbo","COST_SIMULATION","WORKORDER_TYPE","4","nchar","1","","","",""
"BASE TABLE","sqlserver","LIVE","dbo","COST_SIMULATION","WORKORDER_BASE_ID","5","nvarchar","30","","","",""
"BASE TABLE","sqlserver","LIVE","dbo","COST_SIMULATION","WORKORDER_LOT_ID","6","nvarchar","3","","","",""
"BASE TABLE","sqlserver","LIVE","dbo","COST_SIMULATION","WORKORDER_SPLIT_ID","7","nvarchar","3","","","",""
"BASE TABLE","sqlserver","LIVE","dbo","COST_SIMULATION","WORKORDER_SUB_ID","8","nvarchar","3","","","",""
"BASE TABLE","sqlserver","LIVE","dbo","COST_SIMULATION","PRV_MATERIAL_COST","9","decimal","","","","",""
"BASE TABLE","sqlserver","LIVE","dbo","COST_SIMULATION","PRV_LABOR_COST","10","decimal","","","","",""
"BASE TABLE","sqlserver","LIVE","dbo","COST_SIMULATION","PRV_BURDEN_COST","11","decimal","","","","",""
"BASE TABLE","sqlserver","LIVE","dbo","COST_SIMULATION","PRV_SERVICE_COST","12","decimal","","","","",""
"BASE TABLE","sqlserver","LIVE","dbo","COST_SIMULATION","PRV_FIXED_COST","13","decimal","","","","",""
"BASE TABLE","sqlserver","LIVE","dbo","COST_SIMULATION","PRV_UNIT_PRICE","14","decimal","","","","",""
"BASE TABLE","sqlserver","LIVE","dbo","COST_SIMULATION","TOT_PRV_COST","15","decimal","","","","",""
"BASE TABLE","sqlserver","LIVE","dbo","COST_SIMULATION","SIM_MATERIAL_COST","16","decimal","","","","",""
"BASE TABLE","sqlserver","LIVE","dbo","COST_SIMULATION","SIM_LABOR_COST","17","decimal","","","","",""
"BASE TABLE","sqlserver","LIVE","dbo","COST_SIMULATION","SIM_BURDEN_COST","18","decimal","","","","",""
"BASE TABLE","sqlserver","LIVE","dbo","COST_SIMULATION","SIM_SERVICE_COST","19","decimal","","","","",""
"BASE TABLE","sqlserver","LIVE","dbo","COST_SIMULATION","SIM_FIXED_COST","20","decimal","","","","",""
"BASE TABLE","sqlserver","LIVE","dbo","COST_SIMULATION","TOT_SIM_COST","21","decimal","","","","",""
"BASE TABLE","sqlserver","LIVE","dbo","COST_SIMULATION","SIM_UNIT_PRICE","22","decimal","","","","",""
"BASE TABLE","sqlserver","LIVE","dbo","COST_SIMULATION","SIM_UNIT_MKUP_AMT","23","decimal","","","","",""
"BASE TABLE","sqlserver","LIVE","dbo","COST_SIMULATION","SIM_MATERIAL_PCT","24","decimal","","","","",""
"BASE TABLE","sqlserver","LIVE","dbo","COST_SIMULATION","SIM_LABOR_PCT","25","decimal","","","","",""
"BASE TABLE","sqlserver","LIVE","dbo","COST_SIMULATION","SIM_BURDEN_PCT","26","decimal","","","","",""
"BASE TABLE","sqlserver","LIVE","dbo","COST_SIMULATION","SIM_SERVICE_PCT","27","decimal","","","","",""
"BASE TABLE","sqlserver","LIVE","dbo","COST_SIMULATION","SIM_FIXED_PCT","28","decimal","","","","",""
"BASE TABLE","sqlserver","LIVE","dbo","COST_SIMULATION","SIM_UNIT_PCT","29","decimal","","","","",""
"BASE TABLE","sqlserver","LIVE","dbo","COST_SIMULATION","MARKUP_TYPE","30","nchar","1","","","",""
"BASE TABLE","sqlserver","LIVE","dbo","COST_SIMULATION","PRV_CREATE_DATE","31","datetime","","","","",""
"BASE TABLE","sqlserver","LIVE","dbo","COST_SIMULATION","SIM_CREATE_DATE","32","datetime","","","","",""
"BASE TABLE","sqlserver","LIVE","dbo","COST_SIMULATION","SIM_UNIT_MKUP_PCT","33","decimal","","","","",""
"BASE TABLE","sqlserver","LIVE","dbo","COST_SIMULATION","PRV_PUR_BUR_PCT","34","decimal","","","","",""
"BASE TABLE","sqlserver","LIVE","dbo","COST_SIMULATION","PRV_PUR_BUR_UNIT","35","decimal","","","","",""
"BASE TABLE","sqlserver","LIVE","dbo","COST_SIMULATION","SIM_PUR_BUR_PCT","36","decimal","","","","",""
"BASE TABLE","sqlserver","LIVE","dbo","COST_SIMULATION","SIM_PUR_BUR_UNIT","37","decimal","","","","",""
"BASE TABLE","sqlserver","LIVE","dbo","COST_SIMULATION","SIM_PUR_BUR_UN_PCT","38","decimal","","","","",""
"BASE TABLE","sqlserver","LIVE","dbo","COUNTRY","ROWID","1","int","","","","",""
"BASE TABLE","sqlserver","LIVE","dbo","COUNTRY","ID","2","nvarchar","15","PRIMARY KEY","","",""
"BASE TABLE","sqlserver","LIVE","dbo","COUNTRY","DESCRIPTION","3","nvarchar","50","","","",""
"BASE TABLE","sqlserver","LIVE","dbo","COUNTRY","INTRASTAT_REQD","4","nchar","1","","","",""
"BASE TABLE","sqlserver","LIVE","dbo","COUNTRY","INTRA_COUNTRY_ID","5","nvarchar","15","","","",""
"BASE TABLE","sqlserver","LIVE","dbo","COUNTRY","ESL_COUNTRY_ID","6","nvarchar","15","","","",""
"BASE TABLE","sqlserver","LIVE","dbo","COUNTRY","ESL_COUNTRY","7","nvarchar","1","","","",""
"BASE TABLE","sqlserver","LIVE","dbo","CREDIT_MEMO_APPLY","ROWID","1","int","","","","",""
"BASE TABLE","sqlserver","LIVE","dbo","CREDIT_MEMO_APPLY","MEMO_VOUCHER_ID","2","nvarchar","15","FOREIGN KEY","dbo","PAYABLE","VOUCHER_ID"
"BASE TABLE","sqlserver","LIVE","dbo","CREDIT_MEMO_APPLY","INV_VOUCHER_ID","3","nvarchar","15","FOREIGN KEY","dbo","PAYABLE","VOUCHER_ID"
"BASE TABLE","sqlserver","LIVE","dbo","CREDIT_MEMO_APPLY","APPLY_AMOUNT","4","decimal","","","","",""
"BASE TABLE","sqlserver","LIVE","dbo","CREDIT_MEMO_APPLY","APPLY_DATE","5","datetime","","","","",""
"BASE TABLE","sqlserver","LIVE","dbo","CREDIT_MEMO_APPLY","INST_NO","6","smallint","","","","",""
"BASE TABLE","sqlserver","LIVE","dbo","CURR_PRICE_INDEX","ROWID","1","int","","","","",""
"BASE TABLE","sqlserver","LIVE","dbo","CURR_PRICE_INDEX","FROM_CURRENCY_ID","2","nvarchar","15","FOREIGN KEY","dbo","CURRENCY","ID"
"BASE TABLE","sqlserver","LIVE","dbo","CURR_PRICE_INDEX","FROM_CURRENCY_ID","2","nvarchar","15","PRIMARY KEY","","",""
"BASE TABLE","sqlserver","LIVE","dbo","CURR_PRICE_INDEX","TO_CURRENCY_ID","3","nvarchar","15","FOREIGN KEY","dbo","CURRENCY","ID"
"BASE TABLE","sqlserver","LIVE","dbo","CURR_PRICE_INDEX","TO_CURRENCY_ID","3","nvarchar","15","PRIMARY KEY","","",""
"BASE TABLE","sqlserver","LIVE","dbo","CURR_PRICE_INDEX","EXCHANGE_RATE","4","decimal","","","","",""
"BASE TABLE","sqlserver","LIVE","dbo","CURRENCY","ROWID","1","int","","","","",""
"BASE TABLE","sqlserver","LIVE","dbo","CURRENCY","ID","2","nvarchar","15","PRIMARY KEY","","",""
"BASE TABLE","sqlserver","LIVE","dbo","CURRENCY","NAME","3","nvarchar","40","","","",""
"BASE TABLE","sqlserver","LIVE","dbo","CURRENCY","SHORT_NAME","4","nvarchar","10","","","",""
"BASE TABLE","sqlserver","LIVE","dbo","CURRENCY","COUNTRY_PROFILE","5","nvarchar","40","","","",""
"BASE TABLE","sqlserver","LIVE","dbo","CURRENCY","I_CURRENCY","6","smallint","","","","",""
"BASE TABLE","sqlserver","LIVE","dbo","CURRENCY","I_CURR_DIGITS","7","smallint","","","","",""
"BASE TABLE","sqlserver","LIVE","dbo","CURRENCY","I_NEG_CURR","8","smallint","","","","",""
"BASE TABLE","sqlserver","LIVE","dbo","CURRENCY","S_CURRENCY","9","nvarchar","40","","","",""
"BASE TABLE","sqlserver","LIVE","dbo","CURRENCY","S_THOUSAND","10","nchar","1","","","",""
"BASE TABLE","sqlserver","LIVE","dbo","CURRENCY","EURO_PARTICIPANT","11","nchar","1","","","",""
"BASE TABLE","sqlserver","LIVE","dbo","CURRENCY","XCHG_RATE","12","decimal","","","","",""
"BASE TABLE","sqlserver","LIVE","dbo","CURRENCY","ISO_CODE","13","nvarchar","5","","","",""
"BASE TABLE","sqlserver","LIVE","dbo","CURRENCY","REPORTING_CURRENCY","14","nchar","1","","","",""
"BASE TABLE","sqlserver","LIVE","dbo","CURRENCY_ENTITY","ROWID","1","int","","","","",""
"BASE TABLE","sqlserver","LIVE","dbo","CURRENCY_ENTITY","ENTITY_ID","2","nvarchar","15","FOREIGN KEY","dbo","ACCOUNTING_ENTITY","ID"
"BASE TABLE","sqlserver","LIVE","dbo","CURRENCY_ENTITY","ENTITY_ID","2","nvarchar","15","PRIMARY KEY","","",""
"BASE TABLE","sqlserver","LIVE","dbo","CURRENCY_ENTITY","CURRENCY_ID","3","nvarchar","15","FOREIGN KEY","dbo","CURRENCY","ID"
"BASE TABLE","sqlserver","LIVE","dbo","CURRENCY_ENTITY","CURRENCY_ID","3","nvarchar","15","PRIMARY KEY","","",""
"BASE TABLE","sqlserver","LIVE","dbo","CURRENCY_ENTITY","TRACKING_CURRENCY","4","nchar","1","","","",""
"BASE TABLE","sqlserver","LIVE","dbo","CURRENCY_ENTITY","RND_ACCT_ID","5","nvarchar","30","FOREIGN KEY","dbo","ACCOUNT","ID"
"BASE TABLE","sqlserver","LIVE","dbo","CURRENCY_ENTITY","REAL_GN_ACCT_ID","6","nvarchar","30","FOREIGN KEY","dbo","ACCOUNT","ID"
