equipment_id,line_id,equipment_type,equipment_name,measurement_date,availability_rate,performance_rate,quality_rate,oee_score,downtime_hours,created_date
16,5,Heat Treatment Oven,Heat Treatment Oven 5-3,2024-02-19,0.906,0.841,0.964,0.735,2.26,2024-02-19 00:00:00
16,5,Heat Treatment Oven,Heat Treatment Oven 5-3,2024-02-26,0.912,0.803,0.992,0.726,2.11,2024-02-26 00:00:00
16,5,Heat Treatment Oven,Heat Treatment Oven 5-3,2024-03-04,0.957,0.787,0.918,0.691,1.03,2024-03-04 00:00:00
16,5,Heat Treatment Oven,Heat Treatment Oven 5-3,2024-03-11,0.934,0.871,0.983,0.8,1.58,2024-03-11 00:00:00
16,5,Heat Treatment Oven,Heat Treatment Oven 5-3,2024-03-18,0.819,0.857,0.901,0.632,4.34,2024-03-18 00:00:00
16,5,Heat Treatment Oven,Heat Treatment Oven 5-3,2024-03-25,0.821,0.784,0.945,0.608,4.3,2024-03-25 00:00:00
16,5,Heat Treatment Oven,Heat Treatment Oven 5-3,2024-04-01,0.925,0.924,0.992,0.848,1.8,2024-04-01 00:00:00
16,5,Heat Treatment Oven,Heat Treatment Oven 5-3,2024-04-08,0.908,0.847,0.959,0.738,2.21,2024-04-08 00:00:00
16,5,Heat Treatment Oven,Heat Treatment Oven 5-3,2024-04-15,0.975,0.822,0.964,0.773,0.6,2024-04-15 00:00:00
16,5,Heat Treatment Oven,Heat Treatment Oven 5-3,2024-04-22,0.924,0.829,0.929,0.712,1.82,2024-04-22 00:00:00
16,5,Heat Treatment Oven,Heat Treatment Oven 5-3,2024-04-29,0.823,0.753,0.911,0.565,4.25,2024-04-29 00:00:00
16,5,Heat Treatment Oven,Heat Treatment Oven 5-3,2024-05-06,0.803,0.944,0.982,0.744,4.73,2024-05-06 00:00:00
16,5,Heat Treatment Oven,Heat Treatment Oven 5-3,2024-05-13,0.838,0.88,0.962,0.709,3.89,2024-05-13 00:00:00
16,5,Heat Treatment Oven,Heat Treatment Oven 5-3,2024-05-20,0.878,0.875,0.975,0.749,2.93,2024-05-20 00:00:00
16,5,Heat Treatment Oven,Heat Treatment Oven 5-3,2024-05-27,0.834,0.81,0.944,0.638,3.98,2024-05-27 00:00:00
16,5,Heat Treatment Oven,Heat Treatment Oven 5-3,2024-06-03,0.885,0.754,0.916,0.611,2.76,2024-06-03 00:00:00
16,5,Heat Treatment Oven,Heat Treatment Oven 5-3,2024-06-10,0.827,0.891,0.992,0.731,4.15,2024-06-10 00:00:00
16,5,Heat Treatment Oven,Heat Treatment Oven 5-3,2024-06-17,0.885,0.922,0.956,0.78,2.76,2024-06-17 00:00:00
16,5,Heat Treatment Oven,Heat Treatment Oven 5-3,2024-06-24,0.836,0.864,0.979,0.707,3.94,2024-06-24 00:00:00
16,5,Heat Treatment Oven,Heat Treatment Oven 5-3,2024-07-01,0.809,0.752,0.96,0.584,4.58,2024-07-01 00:00:00
16,5,Heat Treatment Oven,Heat Treatment Oven 5-3,2024-07-08,0.928,0.946,0.981,0.861,1.73,2024-07-08 00:00:00
16,5,Heat Treatment Oven,Heat Treatment Oven 5-3,2024-07-15,0.933,0.869,0.953,0.773,1.61,2024-07-15 00:00:00
16,5,Heat Treatment Oven,Heat Treatment Oven 5-3,2024-07-22,0.852,0.847,0.946,0.683,3.55,2024-07-22 00:00:00
16,5,Heat Treatment Oven,Heat Treatment Oven 5-3,2024-07-29,0.906,0.872,0.964,0.762,2.26,2024-07-29 00:00:00
16,5,Heat Treatment Oven,Heat Treatment Oven 5-3,2024-08-05,0.947,0.848,0.968,0.777,1.27,2024-08-05 00:00:00
16,5,Heat Treatment Oven,Heat Treatment Oven 5-3,2024-08-12,0.895,0.834,0.93,0.694,2.52,2024-08-12 00:00:00
16,5,Heat Treatment Oven,Heat Treatment Oven 5-3,2024-08-19,0.811,0.929,0.94,0.708,4.54,2024-08-19 00:00:00
16,5,Heat Treatment Oven,Heat Treatment Oven 5-3,2024-08-26,0.885,0.849,0.989,0.743,2.76,2024-08-26 00:00:00
16,5,Heat Treatment Oven,Heat Treatment Oven 5-3,2024-09-02,0.862,0.89,0.902,0.692,3.31,2024-09-02 00:00:00
16,5,Heat Treatment Oven,Heat Treatment Oven 5-3,2024-09-09,0.852,0.788,0.933,0.626,3.55,2024-09-09 00:00:00
16,5,Heat Treatment Oven,Heat Treatment Oven 5-3,2024-09-16,0.842,0.794,0.986,0.659,3.79,2024-09-16 00:00:00
16,5,Heat Treatment Oven,Heat Treatment Oven 5-3,2024-09-23,0.861,0.87,0.98,0.734,3.34,2024-09-23 00:00:00
16,5,Heat Treatment Oven,Heat Treatment Oven 5-3,2024-09-30,0.918,0.776,0.928,0.661,1.97,2024-09-30 00:00:00
16,5,Heat Treatment Oven,Heat Treatment Oven 5-3,2024-10-07,0.928,0.942,0.979,0.856,1.73,2024-10-07 00:00:00
16,5,Heat Treatment Oven,Heat Treatment Oven 5-3,2024-10-14,0.921,0.897,0.976,0.806,1.9,2024-10-14 00:00:00
16,5,Heat Treatment Oven,Heat Treatment Oven 5-3,2024-10-21,0.944,0.919,0.959,0.832,1.34,2024-10-21 00:00:00
16,5,Heat Treatment Oven,Heat Treatment Oven 5-3,2024-10-28,0.851,0.9,0.963,0.738,3.58,2024-10-28 00:00:00
16,5,Heat Treatment Oven,Heat Treatment Oven 5-3,2024-11-04,0.823,0.79,0.958,0.623,4.25,2024-11-04 00:00:00
16,5,Heat Treatment Oven,Heat Treatment Oven 5-3,2024-11-11,0.818,0.833,0.994,0.677,4.37,2024-11-11 00:00:00
16,5,Heat Treatment Oven,Heat Treatment Oven 5-3,2024-11-18,0.855,0.792,0.904,0.612,3.48,2024-11-18 00:00:00
16,5,Heat Treatment Oven,Heat Treatment Oven 5-3,2024-11-25,0.803,0.926,0.934,0.695,4.73,2024-11-25 00:00:00
16,5,Heat Treatment Oven,Heat Treatment Oven 5-3,2024-12-02,0.829,0.916,0.985,0.748,4.1,2024-12-02 00:00:00
16,5,Heat Treatment Oven,Heat Treatment Oven 5-3,2024-12-09,0.806,0.763,0.941,0.579,4.66,2024-12-09 00:00:00
16,5,Heat Treatment Oven,Heat Treatment Oven 5-3,2024-12-16,0.911,0.774,0.921,0.649,2.14,2024-12-16 00:00:00
16,5,Heat Treatment Oven,Heat Treatment Oven 5-3,2024-12-23,0.846,0.818,0.934,0.646,3.7,2024-12-23 00:00:00
16,5,Heat Treatment Oven,Heat Treatment Oven 5-3,2024-12-30,0.808,0.926,0.925,0.692,4.61,2024-12-30 00:00:00
17,5,Robotic Arm,Robotic Arm 5-4,2024-01-01,0.954,0.925,0.957,0.845,1.1,2024-01-01 00:00:00
17,5,Robotic Arm,Robotic Arm 5-4,2024-01-08,0.819,0.76,0.99,0.616,4.34,2024-01-08 00:00:00
17,5,Robotic Arm,Robotic Arm 5-4,2024-01-15,0.944,0.943,0.972,0.865,1.34,2024-01-15 00:00:00
17,5,Robotic Arm,Robotic Arm 5-4,2024-01-22,0.975,0.906,0.958,0.846,0.6,2024-01-22 00:00:00
17,5,Robotic Arm,Robotic Arm 5-4,2024-01-29,0.955,0.77,0.953,0.701,1.08,2024-01-29 00:00:00
17,5,Robotic Arm,Robotic Arm 5-4,2024-02-05,0.891,0.783,0.911,0.636,2.62,2024-02-05 00:00:00
17,5,Robotic Arm,Robotic Arm 5-4,2024-02-12,0.837,0.822,0.969,0.667,3.91,2024-02-12 00:00:00
17,5,Robotic Arm,Robotic Arm 5-4,2024-02-19,0.927,0.902,0.947,0.792,1.75,2024-02-19 00:00:00
17,5,Robotic Arm,Robotic Arm 5-4,2024-02-26,0.957,0.781,0.935,0.699,1.03,2024-02-26 00:00:00
17,5,Robotic Arm,Robotic Arm 5-4,2024-03-04,0.947,0.775,0.919,0.674,1.27,2024-03-04 00:00:00
17,5,Robotic Arm,Robotic Arm 5-4,2024-03-11,0.975,0.904,0.901,0.794,0.6,2024-03-11 00:00:00
17,5,Robotic Arm,Robotic Arm 5-4,2024-03-18,0.95,0.845,0.927,0.744,1.2,2024-03-18 00:00:00
17,5,Robotic Arm,Robotic Arm 5-4,2024-03-25,0.831,0.803,0.968,0.646,4.06,2024-03-25 00:00:00
17,5,Robotic Arm,Robotic Arm 5-4,2024-04-01,0.875,0.876,0.923,0.707,3.0,2024-04-01 00:00:00
17,5,Robotic Arm,Robotic Arm 5-4,2024-04-08,0.936,0.856,0.975,0.781,1.54,2024-04-08 00:00:00
17,5,Robotic Arm,Robotic Arm 5-4,2024-04-15,0.825,0.836,0.987,0.681,4.2,2024-04-15 00:00:00
17,5,Robotic Arm,Robotic Arm 5-4,2024-04-22,0.962,0.94,0.949,0.858,0.91,2024-04-22 00:00:00
17,5,Robotic Arm,Robotic Arm 5-4,2024-04-29,0.923,0.939,0.942,0.816,1.85,2024-04-29 00:00:00
17,5,Robotic Arm,Robotic Arm 5-4,2024-05-06,0.939,0.894,0.949,0.797,1.46,2024-05-06 00:00:00
17,5,Robotic Arm,Robotic Arm 5-4,2024-05-13,0.813,0.818,0.938,0.624,4.49,2024-05-13 00:00:00
17,5,Robotic Arm,Robotic Arm 5-4,2024-05-20,0.939,0.837,0.937,0.736,1.46,2024-05-20 00:00:00
17,5,Robotic Arm,Robotic Arm 5-4,2024-05-27,0.807,0.935,0.914,0.69,4.63,2024-05-27 00:00:00
17,5,Robotic Arm,Robotic Arm 5-4,2024-06-03,0.903,0.946,0.993,0.848,2.33,2024-06-03 00:00:00
17,5,Robotic Arm,Robotic Arm 5-4,2024-06-10,0.944,0.925,0.992,0.866,1.34,2024-06-10 00:00:00
17,5,Robotic Arm,Robotic Arm 5-4,2024-06-17,0.875,0.927,0.967,0.784,3.0,2024-06-17 00:00:00
17,5,Robotic Arm,Robotic Arm 5-4,2024-06-24,0.957,0.894,0.93,0.796,1.03,2024-06-24 00:00:00
17,5,Robotic Arm,Robotic Arm 5-4,2024-07-01,0.862,0.915,0.986,0.778,3.31,2024-07-01 00:00:00
17,5,Robotic Arm,Robotic Arm 5-4,2024-07-08,0.91,0.779,0.938,0.665,2.16,2024-07-08 00:00:00
17,5,Robotic Arm,Robotic Arm 5-4,2024-07-15,0.916,0.928,0.959,0.815,2.02,2024-07-15 00:00:00
17,5,Robotic Arm,Robotic Arm 5-4,2024-07-22,0.911,0.838,0.933,0.712,2.14,2024-07-22 00:00:00
17,5,Robotic Arm,Robotic Arm 5-4,2024-07-29,0.946,0.88,0.974,0.811,1.3,2024-07-29 00:00:00
17,5,Robotic Arm,Robotic Arm 5-4,2024-08-05,0.959,0.767,0.951,0.7,0.98,2024-08-05 00:00:00
17,5,Robotic Arm,Robotic Arm 5-4,2024-08-12,0.87,0.894,0.984,0.765,3.12,2024-08-12 00:00:00
17,5,Robotic Arm,Robotic Arm 5-4,2024-08-19,0.894,0.858,0.92,0.706,2.54,2024-08-19 00:00:00
17,5,Robotic Arm,Robotic Arm 5-4,2024-08-26,0.892,0.812,0.932,0.675,2.59,2024-08-26 00:00:00
17,5,Robotic Arm,Robotic Arm 5-4,2024-09-02,0.914,0.755,0.985,0.68,2.06,2024-09-02 00:00:00
17,5,Robotic Arm,Robotic Arm 5-4,2024-09-09,0.897,0.802,0.979,0.704,2.47,2024-09-09 00:00:00
17,5,Robotic Arm,Robotic Arm 5-4,2024-09-16,0.855,0.835,0.948,0.677,3.48,2024-09-16 00:00:00
17,5,Robotic Arm,Robotic Arm 5-4,2024-09-23,0.932,0.918,0.925,0.791,1.63,2024-09-23 00:00:00
17,5,Robotic Arm,Robotic Arm 5-4,2024-09-30,0.891,0.775,0.972,0.671,2.62,2024-09-30 00:00:00
17,5,Robotic Arm,Robotic Arm 5-4,2024-10-07,0.969,0.84,0.954,0.777,0.74,2024-10-07 00:00:00
17,5,Robotic Arm,Robotic Arm 5-4,2024-10-14,0.801,0.818,0.922,0.604,4.78,2024-10-14 00:00:00
17,5,Robotic Arm,Robotic Arm 5-4,2024-10-21,0.934,0.866,0.968,0.783,1.58,2024-10-21 00:00:00
17,5,Robotic Arm,Robotic Arm 5-4,2024-10-28,0.969,0.883,0.98,0.839,0.74,2024-10-28 00:00:00
17,5,Robotic Arm,Robotic Arm 5-4,2024-11-04,0.842,0.81,0.963,0.657,3.79,2024-11-04 00:00:00
17,5,Robotic Arm,Robotic Arm 5-4,2024-11-11,0.947,0.865,0.913,0.748,1.27,2024-11-11 00:00:00
17,5,Robotic Arm,Robotic Arm 5-4,2024-11-18,0.868,0.898,0.91,0.709,3.17,2024-11-18 00:00:00
17,5,Robotic Arm,Robotic Arm 5-4,2024-11-25,0.893,0.789,0.974,0.686,2.57,2024-11-25 00:00:00
17,5,Robotic Arm,Robotic Arm 5-4,2024-12-02,0.882,0.779,0.94,0.646,2.83,2024-12-02 00:00:00
17,5,Robotic Arm,Robotic Arm 5-4,2024-12-09,0.874,0.768,0.94,0.631,3.02,2024-12-09 00:00:00
17,5,Robotic Arm,Robotic Arm 5-4,2024-12-16,0.823,0.793,0.907,0.592,4.25,2024-12-16 00:00:00
17,5,Robotic Arm,Robotic Arm 5-4,2024-12-23,0.922,0.831,0.953,0.73,1.87,2024-12-23 00:00:00
17,5,Robotic Arm,Robotic Arm 5-4,2024-12-30,0.94,0.924,0.956,0.83,1.44,2024-12-30 00:00:00
18,6,Heat Treatment Oven,Heat Treatment Oven 6-1,2024-01-01,0.979,0.888,0.99,0.861,0.5,2024-01-01 00:00:00
18,6,Heat Treatment Oven,Heat Treatment Oven 6-1,2024-01-08,0.932,0.833,0.915,0.71,1.63,2024-01-08 00:00:00
18,6,Heat Treatment Oven,Heat Treatment Oven 6-1,2024-01-15,0.891,0.847,0.943,0.712,2.62,2024-01-15 00:00:00
18,6,Heat Treatment Oven,Heat Treatment Oven 6-1,2024-01-22,0.974,0.853,0.95,0.789,0.62,2024-01-22 00:00:00
18,6,Heat Treatment Oven,Heat Treatment Oven 6-1,2024-01-29,0.925,0.841,0.903,0.702,1.8,2024-01-29 00:00:00
18,6,Heat Treatment Oven,Heat Treatment Oven 6-1,2024-02-05,0.828,0.862,0.988,0.705,4.13,2024-02-05 00:00:00
18,6,Heat Treatment Oven,Heat Treatment Oven 6-1,2024-02-12,0.821,0.92,0.91,0.687,4.3,2024-02-12 00:00:00
18,6,Heat Treatment Oven,Heat Treatment Oven 6-1,2024-02-19,0.867,0.808,0.95,0.666,3.19,2024-02-19 00:00:00
18,6,Heat Treatment Oven,Heat Treatment Oven 6-1,2024-02-26,0.821,0.811,0.936,0.623,4.3,2024-02-26 00:00:00
18,6,Heat Treatment Oven,Heat Treatment Oven 6-1,2024-03-04,0.853,0.756,0.914,0.589,3.53,2024-03-04 00:00:00
18,6,Heat Treatment Oven,Heat Treatment Oven 6-1,2024-03-11,0.941,0.834,0.989,0.776,1.42,2024-03-11 00:00:00
18,6,Heat Treatment Oven,Heat Treatment Oven 6-1,2024-03-18,0.855,0.807,0.917,0.633,3.48,2024-03-18 00:00:00
18,6,Heat Treatment Oven,Heat Treatment Oven 6-1,2024-03-25,0.933,0.75,0.952,0.666,1.61,2024-03-25 00:00:00
18,6,Heat Treatment Oven,Heat Treatment Oven 6-1,2024-04-01,0.812,0.759,0.946,0.583,4.51,2024-04-01 00:00:00
18,6,Heat Treatment Oven,Heat Treatment Oven 6-1,2024-04-08,0.856,0.84,0.932,0.67,3.46,2024-04-08 00:00:00
18,6,Heat Treatment Oven,Heat Treatment Oven 6-1,2024-04-15,0.868,0.917,0.979,0.779,3.17,2024-04-15 00:00:00
18,6,Heat Treatment Oven,Heat Treatment Oven 6-1,2024-04-22,0.824,0.778,0.96,0.615,4.22,2024-04-22 00:00:00
18,6,Heat Treatment Oven,Heat Treatment Oven 6-1,2024-04-29,0.937,0.883,0.914,0.756,1.51,2024-04-29 00:00:00
18,6,Heat Treatment Oven,Heat Treatment Oven 6-1,2024-05-06,0.931,0.768,0.959,0.686,1.66,2024-05-06 00:00:00
18,6,Heat Treatment Oven,Heat Treatment Oven 6-1,2024-05-13,0.912,0.827,0.986,0.744,2.11,2024-05-13 00:00:00
18,6,Heat Treatment Oven,Heat Treatment Oven 6-1,2024-05-20,0.861,0.759,0.964,0.63,3.34,2024-05-20 00:00:00
18,6,Heat Treatment Oven,Heat Treatment Oven 6-1,2024-05-27,0.88,0.805,0.908,0.643,2.88,2024-05-27 00:00:00
18,6,Heat Treatment Oven,Heat Treatment Oven 6-1,2024-06-03,0.83,0.755,0.96,0.602,4.08,2024-06-03 00:00:00
18,6,Heat Treatment Oven,Heat Treatment Oven 6-1,2024-06-10,0.939,0.812,0.961,0.733,1.46,2024-06-10 00:00:00
18,6,Heat Treatment Oven,Heat Treatment Oven 6-1,2024-06-17,0.916,0.767,0.991,0.696,2.02,2024-06-17 00:00:00
18,6,Heat Treatment Oven,Heat Treatment Oven 6-1,2024-06-24,0.898,0.902,0.991,0.803,2.45,2024-06-24 00:00:00
18,6,Heat Treatment Oven,Heat Treatment Oven 6-1,2024-07-01,0.894,0.9,0.948,0.763,2.54,2024-07-01 00:00:00
18,6,Heat Treatment Oven,Heat Treatment Oven 6-1,2024-07-08,0.803,0.882,0.951,0.674,4.73,2024-07-08 00:00:00
18,6,Heat Treatment Oven,Heat Treatment Oven 6-1,2024-07-15,0.973,0.805,0.92,0.721,0.65,2024-07-15 00:00:00
18,6,Heat Treatment Oven,Heat Treatment Oven 6-1,2024-07-22,0.949,0.918,0.955,0.832,1.22,2024-07-22 00:00:00
18,6,Heat Treatment Oven,Heat Treatment Oven 6-1,2024-07-29,0.815,0.857,0.93,0.65,4.44,2024-07-29 00:00:00
18,6,Heat Treatment Oven,Heat Treatment Oven 6-1,2024-08-05,0.906,0.848,0.989,0.76,2.26,2024-08-05 00:00:00
18,6,Heat Treatment Oven,Heat Treatment Oven 6-1,2024-08-12,0.861,0.786,0.902,0.61,3.34,2024-08-12 00:00:00
18,6,Heat Treatment Oven,Heat Treatment Oven 6-1,2024-08-19,0.895,0.826,0.909,0.672,2.52,2024-08-19 00:00:00
18,6,Heat Treatment Oven,Heat Treatment Oven 6-1,2024-08-26,0.976,0.858,0.927,0.776,0.58,2024-08-26 00:00:00
18,6,Heat Treatment Oven,Heat Treatment Oven 6-1,2024-09-02,0.833,0.904,0.915,0.689,4.01,2024-09-02 00:00:00
18,6,Heat Treatment Oven,Heat Treatment Oven 6-1,2024-09-09,0.971,0.886,0.906,0.779,0.7,2024-09-09 00:00:00
18,6,Heat Treatment Oven,Heat Treatment Oven 6-1,2024-09-16,0.973,0.786,0.968,0.74,0.65,2024-09-16 00:00:00
18,6,Heat Treatment Oven,Heat Treatment Oven 6-1,2024-09-23,0.854,0.77,0.914,0.601,3.5,2024-09-23 00:00:00
18,6,Heat Treatment Oven,Heat Treatment Oven 6-1,2024-09-30,0.961,0.802,0.989,0.762,0.94,2024-09-30 00:00:00
18,6,Heat Treatment Oven,Heat Treatment Oven 6-1,2024-10-07,0.962,0.76,0.923,0.675,0.91,2024-10-07 00:00:00
18,6,Heat Treatment Oven,Heat Treatment Oven 6-1,2024-10-14,0.907,0.797,0.948,0.685,2.23,2024-10-14 00:00:00
18,6,Heat Treatment Oven,Heat Treatment Oven 6-1,2024-10-21,0.891,0.94,0.926,0.776,2.62,2024-10-21 00:00:00
18,6,Heat Treatment Oven,Heat Treatment Oven 6-1,2024-10-28,0.857,0.861,0.906,0.669,3.43,2024-10-28 00:00:00
18,6,Heat Treatment Oven,Heat Treatment Oven 6-1,2024-11-04,0.805,0.877,0.987,0.697,4.68,2024-11-04 00:00:00
18,6,Heat Treatment Oven,Heat Treatment Oven 6-1,2024-11-11,0.803,0.861,0.956,0.661,4.73,2024-11-11 00:00:00
18,6,Heat Treatment Oven,Heat Treatment Oven 6-1,2024-11-18,0.818,0.903,0.962,0.711,4.37,2024-11-18 00:00:00
18,6,Heat Treatment Oven,Heat Treatment Oven 6-1,2024-11-25,0.823,0.864,0.942,0.67,4.25,2024-11-25 00:00:00
18,6,Heat Treatment Oven,Heat Treatment Oven 6-1,2024-12-02,0.952,0.85,0.974,0.788,1.15,2024-12-02 00:00:00
18,6,Heat Treatment Oven,Heat Treatment Oven 6-1,2024-12-09,0.826,0.858,0.916,0.649,4.18,2024-12-09 00:00:00
18,6,Heat Treatment Oven,Heat Treatment Oven 6-1,2024-12-16,0.844,0.941,0.991,0.787,3.74,2024-12-16 00:00:00
18,6,Heat Treatment Oven,Heat Treatment Oven 6-1,2024-12-23,0.9,0.758,0.977,0.667,2.4,2024-12-23 00:00:00
18,6,Heat Treatment Oven,Heat Treatment Oven 6-1,2024-12-30,0.973,0.874,0.962,0.818,0.65,2024-12-30 00:00:00
19,6,Robotic Arm,Robotic Arm 6-2,2024-01-01,0.8,0.937,0.946,0.709,4.8,2024-01-01 00:00:00
19,6,Robotic Arm,Robotic Arm 6-2,2024-01-08,0.908,0.918,0.936,0.78,2.21,2024-01-08 00:00:00
19,6,Robotic Arm,Robotic Arm 6-2,2024-01-15,0.863,0.876,0.956,0.723,3.29,2024-01-15 00:00:00
19,6,Robotic Arm,Robotic Arm 6-2,2024-01-22,0.892,0.759,0.97,0.657,2.59,2024-01-22 00:00:00
19,6,Robotic Arm,Robotic Arm 6-2,2024-01-29,0.901,0.81,0.938,0.685,2.38,2024-01-29 00:00:00
19,6,Robotic Arm,Robotic Arm 6-2,2024-02-05,0.822,0.778,0.953,0.609,4.27,2024-02-05 00:00:00
19,6,Robotic Arm,Robotic Arm 6-2,2024-02-12,0.85,0.836,0.958,0.681,3.6,2024-02-12 00:00:00
19,6,Robotic Arm,Robotic Arm 6-2,2024-02-19,0.972,0.814,0.965,0.764,0.67,2024-02-19 00:00:00
19,6,Robotic Arm,Robotic Arm 6-2,2024-02-26,0.862,0.802,0.972,0.672,3.31,2024-02-26 00:00:00
19,6,Robotic Arm,Robotic Arm 6-2,2024-03-04,0.881,0.799,0.993,0.699,2.86,2024-03-04 00:00:00
19,6,Robotic Arm,Robotic Arm 6-2,2024-03-11,0.861,0.842,0.957,0.694,3.34,2024-03-11 00:00:00
19,6,Robotic Arm,Robotic Arm 6-2,2024-03-18,0.803,0.888,0.961,0.685,4.73,2024-03-18 00:00:00
19,6,Robotic Arm,Robotic Arm 6-2,2024-03-25,0.8,0.845,0.986,0.667,4.8,2024-03-25 00:00:00
19,6,Robotic Arm,Robotic Arm 6-2,2024-04-01,0.921,0.833,0.985,0.756,1.9,2024-04-01 00:00:00
19,6,Robotic Arm,Robotic Arm 6-2,2024-04-08,0.927,0.902,0.951,0.795,1.75,2024-04-08 00:00:00
19,6,Robotic Arm,Robotic Arm 6-2,2024-04-15,0.942,0.88,0.907,0.752,1.39,2024-04-15 00:00:00
19,6,Robotic Arm,Robotic Arm 6-2,2024-04-22,0.806,0.916,0.964,0.712,4.66,2024-04-22 00:00:00
19,6,Robotic Arm,Robotic Arm 6-2,2024-04-29,0.921,0.821,0.977,0.739,1.9,2024-04-29 00:00:00
19,6,Robotic Arm,Robotic Arm 6-2,2024-05-06,0.949,0.822,0.917,0.715,1.22,2024-05-06 00:00:00
19,6,Robotic Arm,Robotic Arm 6-2,2024-05-13,0.938,0.889,0.901,0.751,1.49,2024-05-13 00:00:00
19,6,Robotic Arm,Robotic Arm 6-2,2024-05-20,0.883,0.937,0.942,0.779,2.81,2024-05-20 00:00:00
19,6,Robotic Arm,Robotic Arm 6-2,2024-05-27,0.84,0.754,0.927,0.587,3.84,2024-05-27 00:00:00
19,6,Robotic Arm,Robotic Arm 6-2,2024-06-03,0.966,0.822,0.909,0.722,0.82,2024-06-03 00:00:00
19,6,Robotic Arm,Robotic Arm 6-2,2024-06-10,0.91,0.811,0.968,0.714,2.16,2024-06-10 00:00:00
19,6,Robotic Arm,Robotic Arm 6-2,2024-06-17,0.842,0.849,0.934,0.668,3.79,2024-06-17 00:00:00
19,6,Robotic Arm,Robotic Arm 6-2,2024-06-24,0.851,0.931,0.967,0.766,3.58,2024-06-24 00:00:00
19,6,Robotic Arm,Robotic Arm 6-2,2024-07-01,0.838,0.789,0.978,0.647,3.89,2024-07-01 00:00:00
19,6,Robotic Arm,Robotic Arm 6-2,2024-07-08,0.871,0.924,0.954,0.768,3.1,2024-07-08 00:00:00
19,6,Robotic Arm,Robotic Arm 6-2,2024-07-15,0.889,0.86,0.963,0.736,2.66,2024-07-15 00:00:00
19,6,Robotic Arm,Robotic Arm 6-2,2024-07-22,0.902,0.886,0.954,0.762,2.35,2024-07-22 00:00:00
19,6,Robotic Arm,Robotic Arm 6-2,2024-07-29,0.812,0.776,0.906,0.571,4.51,2024-07-29 00:00:00
19,6,Robotic Arm,Robotic Arm 6-2,2024-08-05,0.847,0.864,0.922,0.675,3.67,2024-08-05 00:00:00
19,6,Robotic Arm,Robotic Arm 6-2,2024-08-12,0.894,0.906,0.918,0.744,2.54,2024-08-12 00:00:00
19,6,Robotic Arm,Robotic Arm 6-2,2024-08-19,0.922,0.948,0.966,0.844,1.87,2024-08-19 00:00:00
19,6,Robotic Arm,Robotic Arm 6-2,2024-08-26,0.896,0.801,0.953,0.684,2.5,2024-08-26 00:00:00
19,6,Robotic Arm,Robotic Arm 6-2,2024-09-02,0.882,0.938,0.961,0.795,2.83,2024-09-02 00:00:00
19,6,Robotic Arm,Robotic Arm 6-2,2024-09-09,0.97,0.76,0.989,0.729,0.72,2024-09-09 00:00:00
19,6,Robotic Arm,Robotic Arm 6-2,2024-09-16,0.878,0.949,0.926,0.772,2.93,2024-09-16 00:00:00
19,6,Robotic Arm,Robotic Arm 6-2,2024-09-23,0.922,0.843,0.934,0.726,1.87,2024-09-23 00:00:00
19,6,Robotic Arm,Robotic Arm 6-2,2024-09-30,0.937,0.927,0.921,0.8,1.51,2024-09-30 00:00:00
19,6,Robotic Arm,Robotic Arm 6-2,2024-10-07,0.85,0.834,0.943,0.668,3.6,2024-10-07 00:00:00
19,6,Robotic Arm,Robotic Arm 6-2,2024-10-14,0.801,0.789,0.908,0.574,4.78,2024-10-14 00:00:00
19,6,Robotic Arm,Robotic Arm 6-2,2024-10-21,0.903,0.755,0.97,0.661,2.33,2024-10-21 00:00:00
19,6,Robotic Arm,Robotic Arm 6-2,2024-10-28,0.976,0.835,0.907,0.739,0.58,2024-10-28 00:00:00
19,6,Robotic Arm,Robotic Arm 6-2,2024-11-04,0.845,0.783,0.93,0.615,3.72,2024-11-04 00:00:00
19,6,Robotic Arm,Robotic Arm 6-2,2024-11-11,0.913,0.769,0.946,0.664,2.09,2024-11-11 00:00:00
19,6,Robotic Arm,Robotic Arm 6-2,2024-11-18,0.945,0.869,0.959,0.788,1.32,2024-11-18 00:00:00
19,6,Robotic Arm,Robotic Arm 6-2,2024-11-25,0.86,0.8,0.91,0.626,3.36,2024-11-25 00:00:00
19,6,Robotic Arm,Robotic Arm 6-2,2024-12-02,0.843,0.818,0.905,0.624,3.77,2024-12-02 00:00:00
19,6,Robotic Arm,Robotic Arm 6-2,2024-12-09,0.86,0.909,0.99,0.774,3.36,2024-12-09 00:00:00
19,6,Robotic Arm,Robotic Arm 6-2,2024-12-16,0.94,0.874,0.973,0.799,1.44,2024-12-16 00:00:00
19,6,Robotic Arm,Robotic Arm 6-2,2024-12-23,0.913,0.866,0.908,0.718,2.09,2024-12-23 00:00:00
19,6,Robotic Arm,Robotic Arm 6-2,2024-12-30,0.811,0.757,0.93,0.571,4.54,2024-12-30 00:00:00
20,6,Welding Station,Welding Station 6-3,2024-01-01,0.812,0.776,0.987,0.622,4.51,2024-01-01 00:00:00
20,6,Welding Station,Welding Station 6-3,2024-01-08,0.88,0.81,0.959,0.684,2.88,2024-01-08 00:00:00
20,6,Welding Station,Welding Station 6-3,2024-01-15,0.812,0.886,0.953,0.686,4.51,2024-01-15 00:00:00
