schedule_id,line_id,product_id,scheduled_date,shift,planned_quantity,actual_quantity,completion_rate,status,created_date
330,10,15,2024-02-27,Day,66,60,90.9,Completed,2024-02-27 00:00:00
331,3,9,2024-02-27,Swing,332,321,96.7,Delayed,2024-02-27 00:00:00
332,15,10,2024-02-27,Swing,223,197,88.3,Completed,2024-02-27 00:00:00
333,9,10,2024-02-28,Day,146,133,91.1,Completed,2024-02-28 00:00:00
334,6,30,2024-02-28,Night,432,442,102.3,Completed,2024-02-28 00:00:00
335,8,27,2024-02-28,Swing,450,427,94.9,Completed,2024-02-28 00:00:00
336,14,14,2024-02-29,Swing,432,426,98.6,Scheduled,2024-02-29 00:00:00
337,7,3,2024-02-29,Day,295,268,90.8,In Progress,2024-02-29 00:00:00
338,7,1,2024-02-29,Day,89,84,94.4,In Progress,2024-02-29 00:00:00
339,9,29,2024-02-29,Swing,313,289,92.3,In Progress,2024-02-29 00:00:00
340,12,7,2024-02-29,Night,323,327,101.2,Delayed,2024-02-29 00:00:00
341,6,23,2024-02-29,Day,447,428,95.7,Scheduled,2024-02-29 00:00:00
342,11,29,2024-02-29,Night,331,321,97.0,Delayed,2024-02-29 00:00:00
343,10,23,2024-03-01,Night,464,447,96.3,Completed,2024-03-01 00:00:00
344,18,13,2024-03-01,Swing,137,143,104.4,In Progress,2024-03-01 00:00:00
345,4,13,2024-03-01,Swing,463,441,95.2,In Progress,2024-03-01 00:00:00
346,7,28,2024-03-02,Day,141,125,88.7,Delayed,2024-03-02 00:00:00
347,19,3,2024-03-02,Night,162,147,90.7,Completed,2024-03-02 00:00:00
348,7,18,2024-03-02,Day,424,365,86.1,In Progress,2024-03-02 00:00:00
349,9,5,2024-03-02,Night,493,457,92.7,Delayed,2024-03-02 00:00:00
350,6,4,2024-03-02,Night,468,413,88.2,Delayed,2024-03-02 00:00:00
351,15,24,2024-03-02,Day,498,460,92.4,Completed,2024-03-02 00:00:00
352,4,6,2024-03-02,Day,480,464,96.7,Delayed,2024-03-02 00:00:00
353,7,10,2024-03-03,Day,129,121,93.8,Completed,2024-03-03 00:00:00
354,3,7,2024-03-03,Day,201,199,99.0,Completed,2024-03-03 00:00:00
355,12,12,2024-03-03,Day,220,225,102.3,Completed,2024-03-03 00:00:00
356,2,7,2024-03-03,Day,82,74,90.2,In Progress,2024-03-03 00:00:00
357,15,18,2024-03-03,Day,201,171,85.1,Completed,2024-03-03 00:00:00
358,14,12,2024-03-04,Night,365,383,104.9,Delayed,2024-03-04 00:00:00
359,11,11,2024-03-04,Swing,205,201,98.0,Scheduled,2024-03-04 00:00:00
360,14,8,2024-03-04,Night,429,436,101.6,In Progress,2024-03-04 00:00:00
361,18,24,2024-03-05,Day,205,179,87.3,Delayed,2024-03-05 00:00:00
362,14,20,2024-03-05,Night,352,306,86.9,In Progress,2024-03-05 00:00:00
363,14,10,2024-03-05,Night,224,197,87.9,Completed,2024-03-05 00:00:00
364,4,1,2024-03-05,Swing,366,378,103.3,Completed,2024-03-05 00:00:00
365,13,23,2024-03-05,Night,405,404,99.8,Completed,2024-03-05 00:00:00
366,17,21,2024-03-06,Day,80,82,102.5,Completed,2024-03-06 00:00:00
367,4,13,2024-03-06,Night,390,351,90.0,Completed,2024-03-06 00:00:00
368,5,5,2024-03-06,Night,263,266,101.1,Completed,2024-03-06 00:00:00
369,13,6,2024-03-07,Night,465,441,94.8,Scheduled,2024-03-07 00:00:00
370,13,5,2024-03-07,Day,477,464,97.3,Delayed,2024-03-07 00:00:00
371,16,19,2024-03-07,Night,149,145,97.3,Completed,2024-03-07 00:00:00
372,12,19,2024-03-07,Day,431,366,84.9,Completed,2024-03-07 00:00:00
373,12,16,2024-03-07,Day,388,391,100.8,Completed,2024-03-07 00:00:00
374,2,23,2024-03-07,Day,332,323,97.3,Completed,2024-03-07 00:00:00
375,15,30,2024-03-07,Swing,124,106,85.5,Delayed,2024-03-07 00:00:00
376,5,9,2024-03-07,Day,223,217,97.3,Delayed,2024-03-07 00:00:00
377,12,3,2024-03-08,Swing,112,98,87.5,In Progress,2024-03-08 00:00:00
378,2,11,2024-03-08,Night,145,149,102.8,Delayed,2024-03-08 00:00:00
379,5,30,2024-03-08,Night,461,451,97.8,Delayed,2024-03-08 00:00:00
380,13,2,2024-03-08,Swing,254,216,85.0,Delayed,2024-03-08 00:00:00
381,6,9,2024-03-08,Day,64,56,87.5,Scheduled,2024-03-08 00:00:00
382,10,29,2024-03-08,Swing,450,414,92.0,In Progress,2024-03-08 00:00:00
383,20,11,2024-03-09,Day,461,428,92.8,Delayed,2024-03-09 00:00:00
384,3,21,2024-03-09,Night,61,54,88.5,Delayed,2024-03-09 00:00:00
385,13,23,2024-03-09,Swing,308,282,91.6,Completed,2024-03-09 00:00:00
386,13,11,2024-03-09,Night,68,59,86.8,In Progress,2024-03-09 00:00:00
387,8,17,2024-03-09,Night,270,272,100.7,Scheduled,2024-03-09 00:00:00
388,17,15,2024-03-09,Night,321,305,95.0,Scheduled,2024-03-09 00:00:00
389,20,20,2024-03-10,Day,267,264,98.9,Completed,2024-03-10 00:00:00
390,2,14,2024-03-10,Night,155,143,92.3,Completed,2024-03-10 00:00:00
391,1,29,2024-03-10,Day,120,122,101.7,Completed,2024-03-10 00:00:00
392,7,18,2024-03-10,Swing,459,456,99.3,Completed,2024-03-10 00:00:00
393,19,9,2024-03-10,Night,193,182,94.3,Scheduled,2024-03-10 00:00:00
394,1,7,2024-03-11,Night,435,419,96.3,Completed,2024-03-11 00:00:00
395,9,28,2024-03-11,Night,156,142,91.0,Delayed,2024-03-11 00:00:00
396,11,24,2024-03-11,Day,458,480,104.8,Delayed,2024-03-11 00:00:00
397,10,3,2024-03-12,Night,417,401,96.2,Completed,2024-03-12 00:00:00
398,19,24,2024-03-12,Day,182,171,94.0,In Progress,2024-03-12 00:00:00
399,5,18,2024-03-12,Day,169,154,91.1,Delayed,2024-03-12 00:00:00
400,14,16,2024-03-12,Day,233,239,102.6,Completed,2024-03-12 00:00:00
401,5,22,2024-03-13,Night,219,218,99.5,Scheduled,2024-03-13 00:00:00
402,18,9,2024-03-13,Night,302,257,85.1,Delayed,2024-03-13 00:00:00
403,17,24,2024-03-13,Swing,256,259,101.2,In Progress,2024-03-13 00:00:00
404,5,19,2024-03-13,Day,244,241,98.8,In Progress,2024-03-13 00:00:00
405,18,22,2024-03-13,Day,446,438,98.2,Completed,2024-03-13 00:00:00
406,18,29,2024-03-13,Day,319,328,102.8,Completed,2024-03-13 00:00:00
407,8,12,2024-03-13,Day,319,285,89.3,Completed,2024-03-13 00:00:00
408,14,18,2024-03-14,Night,311,296,95.2,In Progress,2024-03-14 00:00:00
409,14,16,2024-03-14,Swing,398,413,103.8,Scheduled,2024-03-14 00:00:00
410,13,9,2024-03-14,Swing,307,262,85.3,Delayed,2024-03-14 00:00:00
411,9,24,2024-03-14,Swing,162,153,94.4,Delayed,2024-03-14 00:00:00
412,16,11,2024-03-14,Day,216,219,101.4,Completed,2024-03-14 00:00:00
413,7,3,2024-03-14,Swing,168,154,91.7,In Progress,2024-03-14 00:00:00
414,11,20,2024-03-15,Night,400,402,100.5,Completed,2024-03-15 00:00:00
415,16,9,2024-03-15,Night,307,303,98.7,Scheduled,2024-03-15 00:00:00
416,3,23,2024-03-15,Night,191,165,86.4,In Progress,2024-03-15 00:00:00
417,6,14,2024-03-15,Swing,319,295,92.5,In Progress,2024-03-15 00:00:00
418,4,26,2024-03-15,Night,439,383,87.2,Delayed,2024-03-15 00:00:00
419,8,9,2024-03-16,Night,267,240,89.9,Scheduled,2024-03-16 00:00:00
420,3,25,2024-03-16,Swing,232,233,100.4,Scheduled,2024-03-16 00:00:00
421,20,13,2024-03-16,Swing,209,214,102.4,Delayed,2024-03-16 00:00:00
422,1,30,2024-03-16,Day,356,332,93.3,Delayed,2024-03-16 00:00:00
423,17,27,2024-03-16,Day,155,142,91.6,Completed,2024-03-16 00:00:00
424,7,27,2024-03-16,Day,477,415,87.0,Completed,2024-03-16 00:00:00
425,5,6,2024-03-17,Swing,217,209,96.3,Completed,2024-03-17 00:00:00
426,18,26,2024-03-17,Night,114,108,94.7,Completed,2024-03-17 00:00:00
427,20,6,2024-03-17,Swing,206,206,100.0,Scheduled,2024-03-17 00:00:00
428,19,21,2024-03-17,Night,260,249,95.8,In Progress,2024-03-17 00:00:00
429,2,3,2024-03-17,Night,273,267,97.8,Delayed,2024-03-17 00:00:00
430,7,7,2024-03-17,Swing,67,60,89.6,Delayed,2024-03-17 00:00:00
431,11,28,2024-03-17,Day,52,44,84.6,Scheduled,2024-03-17 00:00:00
432,17,13,2024-03-17,Swing,432,388,89.8,Scheduled,2024-03-17 00:00:00
433,9,14,2024-03-18,Day,227,207,91.2,In Progress,2024-03-18 00:00:00
434,13,2,2024-03-18,Night,175,169,96.6,Scheduled,2024-03-18 00:00:00
435,13,21,2024-03-18,Night,298,304,102.0,Completed,2024-03-18 00:00:00
436,11,24,2024-03-19,Day,119,102,85.7,Scheduled,2024-03-19 00:00:00
437,10,20,2024-03-19,Night,406,414,102.0,Completed,2024-03-19 00:00:00
438,5,23,2024-03-19,Night,104,100,96.2,In Progress,2024-03-19 00:00:00
439,5,26,2024-03-19,Night,259,243,93.8,In Progress,2024-03-19 00:00:00
440,3,29,2024-03-19,Swing,427,366,85.7,In Progress,2024-03-19 00:00:00
441,7,18,2024-03-19,Day,419,430,102.6,Completed,2024-03-19 00:00:00
442,11,18,2024-03-20,Day,304,286,94.1,Completed,2024-03-20 00:00:00
443,14,9,2024-03-20,Day,131,121,92.4,Delayed,2024-03-20 00:00:00
444,17,9,2024-03-20,Swing,239,222,92.9,Scheduled,2024-03-20 00:00:00
445,20,25,2024-03-20,Day,51,47,92.2,Scheduled,2024-03-20 00:00:00
446,19,23,2024-03-20,Night,475,436,91.8,Completed,2024-03-20 00:00:00
447,15,16,2024-03-20,Swing,360,342,95.0,In Progress,2024-03-20 00:00:00
448,9,10,2024-03-20,Day,85,74,87.1,In Progress,2024-03-20 00:00:00
449,11,7,2024-03-20,Night,359,361,100.6,Completed,2024-03-20 00:00:00
450,6,17,2024-03-21,Night,191,186,97.4,Completed,2024-03-21 00:00:00
451,11,22,2024-03-21,Night,314,315,100.3,Scheduled,2024-03-21 00:00:00
452,14,12,2024-03-21,Swing,189,177,93.7,In Progress,2024-03-21 00:00:00
453,16,1,2024-03-21,Swing,348,358,102.9,In Progress,2024-03-21 00:00:00
454,9,21,2024-03-21,Night,205,203,99.0,Completed,2024-03-21 00:00:00
455,8,25,2024-03-21,Swing,376,382,101.6,Delayed,2024-03-21 00:00:00
456,11,28,2024-03-22,Swing,386,366,94.8,Delayed,2024-03-22 00:00:00
457,1,27,2024-03-22,Night,139,144,103.6,In Progress,2024-03-22 00:00:00
458,2,16,2024-03-22,Swing,443,430,97.1,Completed,2024-03-22 00:00:00
459,12,7,2024-03-22,Swing,202,206,102.0,Delayed,2024-03-22 00:00:00
460,2,22,2024-03-22,Day,287,270,94.1,Completed,2024-03-22 00:00:00
461,9,15,2024-03-22,Swing,113,117,103.5,Completed,2024-03-22 00:00:00
462,8,22,2024-03-23,Day,364,379,104.1,In Progress,2024-03-23 00:00:00
463,5,6,2024-03-23,Swing,405,387,95.6,In Progress,2024-03-23 00:00:00
464,11,13,2024-03-23,Swing,289,301,104.2,Completed,2024-03-23 00:00:00
465,16,10,2024-03-23,Day,164,150,91.5,Scheduled,2024-03-23 00:00:00
466,12,15,2024-03-23,Day,323,295,91.3,Delayed,2024-03-23 00:00:00
467,5,18,2024-03-24,Swing,210,184,87.6,In Progress,2024-03-24 00:00:00
468,19,26,2024-03-24,Swing,228,219,96.1,Scheduled,2024-03-24 00:00:00
469,16,12,2024-03-24,Night,432,418,96.8,Completed,2024-03-24 00:00:00
470,2,5,2024-03-24,Night,384,357,93.0,In Progress,2024-03-24 00:00:00
471,7,14,2024-03-24,Day,371,362,97.6,Completed,2024-03-24 00:00:00
472,10,15,2024-03-24,Day,159,158,99.4,In Progress,2024-03-24 00:00:00
473,9,13,2024-03-24,Night,59,55,93.2,Scheduled,2024-03-24 00:00:00
474,9,24,2024-03-24,Swing,374,371,99.2,Delayed,2024-03-24 00:00:00
475,8,10,2024-03-25,Day,418,422,101.0,Delayed,2024-03-25 00:00:00
476,19,11,2024-03-25,Day,228,226,99.1,Delayed,2024-03-25 00:00:00
477,10,12,2024-03-25,Night,414,369,89.1,Scheduled,2024-03-25 00:00:00
478,1,7,2024-03-25,Night,68,59,86.8,Scheduled,2024-03-25 00:00:00
479,15,12,2024-03-25,Night,101,86,85.1,Completed,2024-03-25 00:00:00
480,4,15,2024-03-25,Night,387,394,101.8,Completed,2024-03-25 00:00:00
481,9,19,2024-03-26,Day,285,274,96.1,Scheduled,2024-03-26 00:00:00
482,20,6,2024-03-26,Night,328,307,93.6,In Progress,2024-03-26 00:00:00
483,13,29,2024-03-26,Night,210,207,98.6,Completed,2024-03-26 00:00:00
484,12,19,2024-03-26,Day,106,105,99.1,Delayed,2024-03-26 00:00:00
485,19,14,2024-03-26,Swing,444,447,100.7,Scheduled,2024-03-26 00:00:00
486,7,26,2024-03-26,Swing,396,356,89.9,Scheduled,2024-03-26 00:00:00
487,12,23,2024-03-27,Night,238,244,102.5,Delayed,2024-03-27 00:00:00
488,2,15,2024-03-27,Day,258,221,85.7,Completed,2024-03-27 00:00:00
489,9,25,2024-03-27,Day,323,309,95.7,Completed,2024-03-27 00:00:00
490,4,25,2024-03-27,Day,168,169,100.6,Delayed,2024-03-27 00:00:00
491,2,20,2024-03-28,Swing,88,79,89.8,In Progress,2024-03-28 00:00:00
492,10,20,2024-03-28,Day,134,127,94.8,Scheduled,2024-03-28 00:00:00
493,8,11,2024-03-28,Swing,257,262,101.9,Delayed,2024-03-28 00:00:00
494,3,23,2024-03-29,Swing,276,277,100.4,Delayed,2024-03-29 00:00:00
495,1,22,2024-03-29,Day,61,54,88.5,Scheduled,2024-03-29 00:00:00
496,12,25,2024-03-29,Night,394,391,99.2,Scheduled,2024-03-29 00:00:00
497,5,13,2024-03-29,Day,481,443,92.1,Delayed,2024-03-29 00:00:00
498,11,6,2024-03-29,Night,139,145,104.3,Scheduled,2024-03-29 00:00:00
499,16,26,2024-03-29,Night,171,176,102.9,In Progress,2024-03-29 00:00:00
500,5,29,2024-03-30,Night,448,452,100.9,Delayed,2024-03-30 00:00:00
501,19,4,2024-03-30,Day,249,233,93.6,Completed,2024-03-30 00:00:00
502,7,26,2024-03-30,Day,394,345,87.6,Completed,2024-03-30 00:00:00
503,6,11,2024-03-30,Day,185,180,97.3,Scheduled,2024-03-30 00:00:00
504,19,16,2024-03-30,Night,92,95,103.3,Delayed,2024-03-30 00:00:00
505,5,27,2024-03-30,Swing,340,343,100.9,Delayed,2024-03-30 00:00:00
506,11,15,2024-03-30,Swing,492,448,91.1,In Progress,2024-03-30 00:00:00
507,7,6,2024-03-30,Swing,243,251,103.3,In Progress,2024-03-30 00:00:00
508,4,17,2024-03-31,Day,196,202,103.1,Delayed,2024-03-31 00:00:00
509,11,3,2024-03-31,Day,390,397,101.8,Scheduled,2024-03-31 00:00:00
510,1,22,2024-03-31,Swing,280,248,88.6,Completed,2024-03-31 00:00:00
511,18,4,2024-03-31,Night,79,70,88.6,Delayed,2024-03-31 00:00:00
512,14,17,2024-03-31,Swing,160,150,93.8,Completed,2024-03-31 00:00:00
513,16,3,2024-04-01,Swing,448,461,102.9,Scheduled,2024-04-01 00:00:00
514,1,3,2024-04-01,Swing,393,344,87.5,Delayed,2024-04-01 00:00:00
515,11,9,2024-04-01,Day,174,154,88.5,Completed,2024-04-01 00:00:00
516,6,18,2024-04-01,Day,106,94,88.7,Scheduled,2024-04-01 00:00:00
517,17,16,2024-04-01,Swing,55,48,87.3,In Progress,2024-04-01 00:00:00
518,2,24,2024-04-01,Night,289,298,103.1,Completed,2024-04-01 00:00:00
519,16,14,2024-04-01,Day,265,260,98.1,Delayed,2024-04-01 00:00:00
520,5,24,2024-04-02,Night,447,421,94.2,In Progress,2024-04-02 00:00:00
521,16,23,2024-04-02,Day,51,48,94.1,Scheduled,2024-04-02 00:00:00
522,16,5,2024-04-02,Day,144,150,104.2,In Progress,2024-04-02 00:00:00
523,17,13,2024-04-02,Night,329,314,95.4,Completed,2024-04-02 00:00:00
524,13,27,2024-04-03,Night,203,176,86.7,Completed,2024-04-03 00:00:00
525,6,13,2024-04-03,Swing,72,64,88.9,In Progress,2024-04-03 00:00:00
526,20,14,2024-04-03,Swing,457,425,93.0,In Progress,2024-04-03 00:00:00
527,3,13,2024-04-03,Day,105,101,96.2,In Progress,2024-04-03 00:00:00
528,8,20,2024-04-03,Night,417,430,103.1,Completed,2024-04-03 00:00:00
529,9,26,2024-04-03,Night,248,249,100.4,Completed,2024-04-03 00:00:00
530,16,21,2024-04-03,Day,339,336,99.1,Completed,2024-04-03 00:00:00
531,4,23,2024-04-03,Night,202,176,87.1,Scheduled,2024-04-03 00:00:00
532,3,24,2024-04-04,Swing,77,67,87.0,Delayed,2024-04-04 00:00:00
533,13,18,2024-04-04,Day,343,298,86.9,Delayed,2024-04-04 00:00:00
534,1,15,2024-04-04,Swing,250,235,94.0,Completed,2024-04-04 00:00:00
535,8,3,2024-04-04,Night,110,114,103.6,Completed,2024-04-04 00:00:00
536,5,25,2024-04-04,Swing,376,387,102.9,Completed,2024-04-04 00:00:00
537,5,6,2024-04-04,Day,255,257,100.8,Scheduled,2024-04-04 00:00:00
538,1,18,2024-04-04,Night,342,340,99.4,Delayed,2024-04-04 00:00:00
539,9,17,2024-04-04,Day,283,261,92.2,Completed,2024-04-04 00:00:00
540,12,18,2024-04-05,Day,168,149,88.7,Delayed,2024-04-05 00:00:00
541,20,21,2024-04-05,Day,473,430,90.9,Completed,2024-04-05 00:00:00
542,8,29,2024-04-05,Swing,259,238,91.9,Completed,2024-04-05 00:00:00
543,9,13,2024-04-05,Night,295,269,91.2,Completed,2024-04-05 00:00:00
544,12,4,2024-04-05,Day,445,439,98.7,Completed,2024-04-05 00:00:00
545,2,30,2024-04-05,Day,426,369,86.6,Completed,2024-04-05 00:00:00
546,3,19,2024-04-05,Swing,328,294,89.6,In Progress,2024-04-05 00:00:00
547,16,19,2024-04-06,Night,375,362,96.5,Completed,2024-04-06 00:00:00
548,20,15,2024-04-06,Day,162,148,91.4,Scheduled,2024-04-06 00:00:00
549,16,23,2024-04-06,Day,302,261,86.4,Completed,2024-04-06 00:00:00
550,17,15,2024-04-06,Day,66,60,90.9,Delayed,2024-04-06 00:00:00
551,9,30,2024-04-06,Night,205,177,86.3,Scheduled,2024-04-06 00:00:00
552,13,9,2024-04-06,Night,52,47,90.4,Completed,2024-04-06 00:00:00
553,18,19,2024-04-06,Swing,439,428,97.5,Completed,2024-04-06 00:00:00
554,9,4,2024-04-07,Night,279,258,92.5,Scheduled,2024-04-07 00:00:00
555,15,15,2024-04-07,Night,441,448,101.6,Scheduled,2024-04-07 00:00:00
556,13,9,2024-04-07,Day,489,421,86.1,In Progress,2024-04-07 00:00:00
557,19,26,2024-04-07,Night,216,224,103.7,Scheduled,2024-04-07 00:00:00
558,8,27,2024-04-08,Day,375,368,98.1,Scheduled,2024-04-08 00:00:00
559,8,8,2024-04-08,Day,439,393,89.5,In Progress,2024-04-08 00:00:00
560,15,11,2024-04-08,Swing,347,349,100.6,In Progress,2024-04-08 00:00:00
561,1,10,2024-04-08,Night,494,453,91.7,In Progress,2024-04-08 00:00:00
562,19,10,2024-04-08,Night,323,330,102.2,Scheduled,2024-04-08 00:00:00
563,4,18,2024-04-08,Day,421,425,101.0,In Progress,2024-04-08 00:00:00
564,11,28,2024-04-08,Swing,248,211,85.1,Completed,2024-04-08 00:00:00
565,20,25,2024-04-08,Night,297,255,85.9,In Progress,2024-04-08 00:00:00
566,16,14,2024-04-09,Day,417,428,102.6,Completed,2024-04-09 00:00:00
567,19,16,2024-04-09,Swing,105,90,85.7,In Progress,2024-04-09 00:00:00
568,12,14,2024-04-09,Swing,280,258,92.1,Scheduled,2024-04-09 00:00:00
569,15,5,2024-04-09,Day,126,119,94.4,Scheduled,2024-04-09 00:00:00
570,10,17,2024-04-09,Swing,399,385,96.5,In Progress,2024-04-09 00:00:00
571,7,19,2024-04-09,Day,398,340,85.4,Delayed,2024-04-09 00:00:00
572,13,17,2024-04-09,Swing,309,278,90.0,Scheduled,2024-04-09 00:00:00
573,19,24,2024-04-10,Night,481,450,93.6,Completed,2024-04-10 00:00:00
574,14,3,2024-04-10,Day,493,513,104.1,Delayed,2024-04-10 00:00:00
575,18,16,2024-04-10,Day,117,121,103.4,Delayed,2024-04-10 00:00:00
576,15,20,2024-04-11,Swing,275,282,102.5,Scheduled,2024-04-11 00:00:00
577,7,19,2024-04-11,Night,70,70,100.0,Scheduled,2024-04-11 00:00:00
578,16,15,2024-04-11,Night,123,113,91.9,Completed,2024-04-11 00:00:00
579,15,3,2024-04-11,Night,500,499,99.8,Completed,2024-04-11 00:00:00
580,8,12,2024-04-11,Day,78,81,103.8,Completed,2024-04-11 00:00:00
581,6,6,2024-04-11,Night,333,322,96.7,Completed,2024-04-11 00:00:00
582,6,10,2024-04-12,Day,326,340,104.3,Completed,2024-04-12 00:00:00
583,8,2,2024-04-12,Day,168,149,88.7,Completed,2024-04-12 00:00:00
584,8,9,2024-04-12,Swing,365,353,96.7,Scheduled,2024-04-12 00:00:00
585,1,27,2024-04-12,Swing,61,61,100.0,Delayed,2024-04-12 00:00:00
586,1,13,2024-04-12,Night,182,180,98.9,In Progress,2024-04-12 00:00:00
587,11,15,2024-04-12,Night,385,337,87.5,Scheduled,2024-04-12 00:00:00
588,10,3,2024-04-13,Day,448,393,87.7,Delayed,2024-04-13 00:00:00
589,2,2,2024-04-13,Swing,225,202,89.8,In Progress,2024-04-13 00:00:00
590,18,11,2024-04-13,Swing,179,171,95.5,Delayed,2024-04-13 00:00:00
591,11,8,2024-04-13,Day,295,296,100.3,Completed,2024-04-13 00:00:00
592,17,26,2024-04-13,Day,346,337,97.4,In Progress,2024-04-13 00:00:00
593,10,29,2024-04-14,Day,235,216,91.9,Delayed,2024-04-14 00:00:00
594,8,15,2024-04-14,Swing,460,391,85.0,In Progress,2024-04-14 00:00:00
595,1,16,2024-04-14,Night,117,107,91.5,Scheduled,2024-04-14 00:00:00
596,15,18,2024-04-14,Swing,331,316,95.5,Completed,2024-04-14 00:00:00
597,19,5,2024-04-15,Day,142,121,85.2,Completed,2024-04-15 00:00:00
598,16,2,2024-04-15,Day,177,181,102.3,Delayed,2024-04-15 00:00:00
599,18,13,2024-04-15,Swing,417,429,102.9,Completed,2024-04-15 00:00:00
600,5,18,2024-04-15,Swing,353,354,100.3,Delayed,2024-04-15 00:00:00
601,6,30,2024-04-15,Night,318,319,100.3,Scheduled,2024-04-15 00:00:00
602,3,9,2024-04-15,Day,153,155,101.3,In Progress,2024-04-15 00:00:00
603,14,6,2024-04-15,Night,340,313,92.1,Completed,2024-04-15 00:00:00
604,19,13,2024-04-15,Swing,292,301,103.1,In Progress,2024-04-15 00:00:00
605,7,25,2024-04-16,Day,268,228,85.1,Delayed,2024-04-16 00:00:00
606,16,1,2024-04-16,Day,335,318,94.9,In Progress,2024-04-16 00:00:00
607,6,17,2024-04-16,Swing,90,89,98.9,In Progress,2024-04-16 00:00:00
608,1,5,2024-04-17,Night,400,346,86.5,Completed,2024-04-17 00:00:00
609,1,3,2024-04-17,Night,424,420,99.1,Scheduled,2024-04-17 00:00:00
610,9,3,2024-04-17,Swing,234,212,90.6,In Progress,2024-04-17 00:00:00
611,5,22,2024-04-17,Night,321,304,94.7,Completed,2024-04-17 00:00:00
612,9,13,2024-04-17,Swing,78,79,101.3,Completed,2024-04-17 00:00:00
613,1,25,2024-04-18,Day,213,208,97.7,In Progress,2024-04-18 00:00:00
614,19,15,2024-04-18,Swing,137,127,92.7,In Progress,2024-04-18 00:00:00
615,8,28,2024-04-18,Night,137,139,101.5,Scheduled,2024-04-18 00:00:00
616,11,10,2024-04-18,Night,78,73,93.6,Delayed,2024-04-18 00:00:00
617,1,19,2024-04-18,Swing,462,410,88.7,Delayed,2024-04-18 00:00:00
618,8,23,2024-04-18,Night,302,265,87.7,Completed,2024-04-18 00:00:00
619,1,14,2024-04-19,Day,323,320,99.1,Completed,2024-04-19 00:00:00
620,15,20,2024-04-19,Day,492,443,90.0,Completed,2024-04-19 00:00:00
621,3,9,2024-04-19,Night,118,109,92.4,Delayed,2024-04-19 00:00:00
622,4,20,2024-04-19,Night,225,213,94.7,Scheduled,2024-04-19 00:00:00
623,2,24,2024-04-19,Day,53,46,86.8,Delayed,2024-04-19 00:00:00
624,16,22,2024-04-19,Day,271,257,94.8,Completed,2024-04-19 00:00:00
625,19,5,2024-04-20,Day,116,106,91.4,Completed,2024-04-20 00:00:00
626,18,24,2024-04-20,Night,484,465,96.1,In Progress,2024-04-20 00:00:00
627,5,19,2024-04-20,Swing,114,102,89.5,Completed,2024-04-20 00:00:00
628,7,25,2024-04-20,Swing,475,429,90.3,Delayed,2024-04-20 00:00:00
629,19,30,2024-04-20,Day,224,213,95.1,In Progress,2024-04-20 00:00:00
630,12,30,2024-04-20,Swing,324,337,104.0,Completed,2024-04-20 00:00:00
631,7,26,2024-04-20,Night,89,83,93.3,Scheduled,2024-04-20 00:00:00
632,1,29,2024-04-21,Swing,194,188,96.9,In Progress,2024-04-21 00:00:00
633,10,23,2024-04-21,Day,475,492,103.6,In Progress,2024-04-21 00:00:00
634,15,27,2024-04-21,Day,143,130,90.9,Delayed,2024-04-21 00:00:00
635,12,20,2024-04-22,Day,131,121,92.4,Delayed,2024-04-22 00:00:00
636,3,6,2024-04-22,Swing,329,295,89.7,Delayed,2024-04-22 00:00:00
637,15,8,2024-04-22,Night,455,470,103.3,Scheduled,2024-04-22 00:00:00
638,16,6,2024-04-22,Swing,412,415,100.7,In Progress,2024-04-22 00:00:00
639,7,21,2024-04-22,Swing,147,143,97.3,In Progress,2024-04-22 00:00:00
640,17,16,2024-04-22,Day,368,378,102.7,Delayed,2024-04-22 00:00:00
641,11,29,2024-04-23,Swing,235,222,94.5,In Progress,2024-04-23 00:00:00
642,2,27,2024-04-23,Day,164,168,102.4,Delayed,2024-04-23 00:00:00
643,8,9,2024-04-23,Night,342,293,85.7,Completed,2024-04-23 00:00:00
644,10,16,2024-04-23,Night,378,343,90.7,Scheduled,2024-04-23 00:00:00
645,2,19,2024-04-23,Swing,75,73,97.3,Completed,2024-04-23 00:00:00
646,12,16,2024-04-23,Day,357,308,86.3,Scheduled,2024-04-23 00:00:00
647,6,13,2024-04-24,Swing,115,104,90.4,Completed,2024-04-24 00:00:00
648,20,5,2024-04-24,Day,114,105,92.1,Completed,2024-04-24 00:00:00
649,8,2,2024-04-24,Night,261,262,100.4,Completed,2024-04-24 00:00:00
650,2,30,2024-04-24,Day,417,434,104.1,In Progress,2024-04-24 00:00:00
651,4,23,2024-04-24,Day,125,117,93.6,Scheduled,2024-04-24 00:00:00
652,13,10,2024-04-24,Day,144,146,101.4,In Progress,2024-04-24 00:00:00
653,19,26,2024-04-25,Day,493,451,91.5,Completed,2024-04-25 00:00:00
654,9,5,2024-04-25,Night,374,322,86.1,Completed,2024-04-25 00:00:00
655,20,17,2024-04-25,Night,161,168,104.3,In Progress,2024-04-25 00:00:00
656,6,6,2024-04-25,Night,279,281,100.7,Delayed,2024-04-25 00:00:00
657,11,20,2024-04-25,Swing,376,337,89.6,Scheduled,2024-04-25 00:00:00
658,16,26,2024-04-25,Day,405,383,94.6,In Progress,2024-04-25 00:00:00
659,6,6,2024-04-26,Swing,491,475,96.7,Completed,2024-04-26 00:00:00
660,8,13,2024-04-26,Swing,429,390,90.9,Completed,2024-04-26 00:00:00
