File,LineNumber,Match,LineText
C:\Users\williamt\source\skillsinc\skills-inc-org\SQL-Projects\Shared SQL Files\Shared_SQL_Files_Treffert\GM CleanUp.sql,1484,"invoice_id","	,count(distinct rl.invoice_id) ct_invoices"
C:\Users\williamt\source\skillsinc\skills-inc-org\SQL-Projects\Shared SQL Files\Shared_SQL_Files_Treffert\GM CleanUp.sql,1507,"invoice_id","	on rl.invoice_id = r.invoice_id"
C:\Users\williamt\source\skillsinc\skills-inc-org\SQL-Projects\Shared SQL Files\Shared_SQL_Files_Treffert\GM CleanUp.sql,1524,"invoice_id","			on rl2.invoice_id = r2.invoice_id"
C:\Users\williamt\source\skillsinc\skills-inc-org\SQL-Projects\Shared SQL Files\Shared_SQL_Files_Treffert\GM CleanUp.sql,1534,"invoice_id","	, rl.invoice_id"
C:\Users\williamt\source\skillsinc\skills-inc-org\SQL-Projects\Shared SQL Files\Shared_SQL_Files_Treffert\GM CleanUp.sql,1545,"invoice_id",", rl.invoice_id"
C:\Users\williamt\source\skillsinc\skills-inc-org\SQL-Projects\Shared SQL Files\Shared_SQL_Files_Treffert\GM CleanUp.sql,1557,"invoice_id","12/12/2019	William Thompson	rl.line_no (inv_line) and invoice_id used to land charges/refunded chgs"
C:\Users\williamt\source\skillsinc\skills-inc-org\SQL-Projects\Shared SQL Files\Shared_SQL_Files_Treffert\GM CleanUp.sql,1569,"invoice_id","	,invoice_id"
C:\Users\williamt\source\skillsinc\skills-inc-org\SQL-Projects\Shared SQL Files\Shared_SQL_Files_Treffert\GM CleanUp.sql,1570,"INVOICE_ID","	,max(INVOICE_ID) max_invoice_id"
C:\Users\williamt\source\skillsinc\skills-inc-org\SQL-Projects\Shared SQL Files\Shared_SQL_Files_Treffert\GM CleanUp.sql,1571,"INVOICE_ID","	,min(INVOICE_ID) min_invoice_id"
C:\Users\williamt\source\skillsinc\skills-inc-org\SQL-Projects\Shared SQL Files\Shared_SQL_Files_Treffert\GM CleanUp.sql,1576,"invoice_id","	, count(distinct invoice_id) ct"
C:\Users\williamt\source\skillsinc\skills-inc-org\SQL-Projects\Shared SQL Files\Shared_SQL_Files_Treffert\GM CleanUp.sql,1583,"invoice_id","	, invoice_id"
C:\Users\williamt\source\skillsinc\skills-inc-org\SQL-Projects\Shared SQL Files\Shared_SQL_Files_Treffert\GM CleanUp.sql,1590,"invoice_id","	, invoice_id"
C:\Users\williamt\source\skillsinc\skills-inc-org\SQL-Projects\Shared SQL Files\Shared_SQL_Files_Treffert\GM CleanUp.sql,1816,"invoice_id","	,f2.invoice_id"
C:\Users\williamt\source\skillsinc\skills-inc-org\SQL-Projects\Shared SQL Files\Shared_SQL_Files_Treffert\GM CleanUp.sql,1817,"invoice_id","	,f2.max_invoice_id"
C:\Users\williamt\source\skillsinc\skills-inc-org\SQL-Projects\Shared SQL Files\Shared_SQL_Files_Treffert\GM CleanUp.sql,1818,"invoice_id","	,f2.min_invoice_id"
C:\Users\williamt\source\skillsinc\skills-inc-org\SQL-Projects\Shared SQL Files\Shared_SQL_Files_Treffert\GM CleanUp.sql,1851,"invoice_id","	cust_order_id,col_line,packlist_id,invoice_id"
C:\Users\williamt\source\skillsinc\skills-inc-org\SQL-Projects\Shared SQL Files\Shared_SQL_Files_Treffert\GM CleanUp.sql,1866,"invoice_id","	,level_1.invoice_id"
C:\Users\williamt\source\skillsinc\skills-inc-org\SQL-Projects\Shared SQL Files\Shared_SQL_Files_Treffert\GM CleanUp.sql,1883,"invoice_id","		, rl.invoice_id"
C:\Users\williamt\source\skillsinc\skills-inc-org\SQL-Projects\Shared SQL Files\Shared_SQL_Files_Treffert\GM CleanUp.sql,1912,"INVOICE_ID","		--and rl.INVOICE_ID = sl.invoice_id"
C:\Users\williamt\source\skillsinc\skills-inc-org\SQL-Projects\Shared SQL Files\Shared_SQL_Files_Treffert\GM CleanUp.sql,1914,"invoice_id","		on rl.invoice_id = r.invoice_id"
C:\Users\williamt\source\skillsinc\skills-inc-org\SQL-Projects\Shared SQL Files\Shared_SQL_Files_Treffert\GM CleanUp.sql,1919,"INVOICE_ID","	   AND F22.INVOICE_ID = rl.INVOICE_ID"
C:\Users\williamt\source\skillsinc\skills-inc-org\SQL-Projects\Shared SQL Files\Shared_SQL_Files_Treffert\GM CleanUp.sql,1936,"invoice_id","			and rl.invoice_id 		=   f2.invoice_id 	"
C:\Users\williamt\source\skillsinc\skills-inc-org\SQL-Projects\Shared SQL Files\Shared_SQL_Files_Treffert\GM CleanUp.sql,1976,"invoice_id","	, rl.invoice_id"
C:\Users\williamt\source\skillsinc\skills-inc-org\SQL-Projects\Shared SQL Files\Shared_SQL_Files_Treffert\GM CleanUp.sql,2018,"invoice_id","	on rl.invoice_id = r.invoice_id"
C:\Users\williamt\source\skillsinc\skills-inc-org\SQL-Projects\Shared SQL Files\Shared_SQL_Files_Treffert\GM CleanUp.sql,2024,"INVOICE_ID","   AND a4.INVOICE_ID = rl.INVOICE_ID"
C:\Users\williamt\source\skillsinc\skills-inc-org\SQL-Projects\Shared SQL Files\Shared_SQL_Files_Treffert\GM CleanUp.sql,2028,"invoice_id","order by col.cust_order_id, col.line_no, rl.invoice_id, sl.packlist_id"
C:\Users\williamt\source\skillsinc\skills-inc-org\SQL-Projects\Shared SQL Files\Shared_SQL_Files_Treffert\GM CleanUp.sql,2095,"invoice_id",", invoice_id  nvarchar(15) null"
C:\Users\williamt\source\skillsinc\skills-inc-org\SQL-Projects\Shared SQL Files\Shared_SQL_Files_Treffert\GM CleanUp.sql,2106,"invoice_id","	   and trgt.invoice_id = src.invoice_id"
C:\Users\williamt\source\skillsinc\skills-inc-org\SQL-Projects\Shared SQL Files\Shared_SQL_Files_Treffert\GM CleanUp.sql,2113,"invoice_id","	, invoice_id"
C:\Users\williamt\source\skillsinc\skills-inc-org\SQL-Projects\Shared SQL Files\Shared_SQL_Files_Treffert\GM CleanUp.sql,2139,"invoice_id","	, invoice_id"
C:\Users\williamt\source\skillsinc\skills-inc-org\SQL-Projects\Shared SQL Files\Shared_SQL_Files_Treffert\GM CleanUp.sql,2171,"invoice_ID","	 CASE WHEN $Action = 'INSERT' THEN inserted.invoice_ID"
C:\Users\williamt\source\skillsinc\skills-inc-org\SQL-Projects\Shared SQL Files\Shared_SQL_Files_Treffert\GM CleanUp.sql,2172,"invoice_ID","		 ELSE deleted.invoice_ID"
C:\Users\williamt\source\skillsinc\skills-inc-org\SQL-Projects\Shared SQL Files\Shared_SQL_Files_Treffert\GM CleanUp.sql,2229,"invoice_id",", invoice_id  nvarchar(15) null"
C:\Users\williamt\source\skillsinc\skills-inc-org\SQL-Projects\Shared SQL Files\Shared_SQL_Files_Treffert\GM CleanUp.sql,2246,"invoice_id","	,agg.invoice_id"
C:\Users\williamt\source\skillsinc\skills-inc-org\SQL-Projects\Shared SQL Files\Shared_SQL_Files_Treffert\GM CleanUp.sql,2247,"invoice_id","	,agg.max_invoice_id"
C:\Users\williamt\source\skillsinc\skills-inc-org\SQL-Projects\Shared SQL Files\Shared_SQL_Files_Treffert\GM CleanUp.sql,2248,"invoice_id","	,agg.min_invoice_id"
C:\Users\williamt\source\skillsinc\skills-inc-org\SQL-Projects\Shared SQL Files\Shared_SQL_Files_Treffert\GM CleanUp.sql,2269,"invoice_id","	,a4.invoice_id"
C:\Users\williamt\source\skillsinc\skills-inc-org\SQL-Projects\Shared SQL Files\Shared_SQL_Files_Treffert\GM CleanUp.sql,2270,"invoice_id","	,a4.max_invoice_id"
C:\Users\williamt\source\skillsinc\skills-inc-org\SQL-Projects\Shared SQL Files\Shared_SQL_Files_Treffert\GM CleanUp.sql,2271,"invoice_id","	,a4.min_invoice_id"
C:\Users\williamt\source\skillsinc\skills-inc-org\SQL-Projects\Shared SQL Files\Shared_SQL_Files_Treffert\GM CleanUp.sql,2287,"INVOICE_ID","order by CUST_ORDER_ID, INVOICE_ID, col_line"
C:\Users\williamt\source\skillsinc\skills-inc-org\SQL-Projects\Shared SQL Files\Shared_SQL_Files_Treffert\GM CleanUp.sql,2294,"invoice_id","	,a4.invoice_id"
C:\Users\williamt\source\skillsinc\skills-inc-org\SQL-Projects\Shared SQL Files\Shared_SQL_Files_Treffert\GM CleanUp.sql,2295,"invoice_id","	,a4.max_invoice_id"
C:\Users\williamt\source\skillsinc\skills-inc-org\SQL-Projects\Shared SQL Files\Shared_SQL_Files_Treffert\GM CleanUp.sql,2296,"invoice_id","	,a4.min_invoice_id"
C:\Users\williamt\source\skillsinc\skills-inc-org\SQL-Projects\Shared SQL Files\Shared_SQL_Files_Treffert\GM CleanUp.sql,2314,"INVOICE_ID","	and a4.INVOICE_ID = #agg.INVOICE_ID"
C:\Users\williamt\source\skillsinc\skills-inc-org\SQL-Projects\Shared SQL Files\Shared_SQL_Files_Treffert\GM CleanUp.sql,2332,"invoice_id","and trgt.invoice_id = src.invoice_id"
C:\Users\williamt\source\skillsinc\skills-inc-org\SQL-Projects\Shared SQL Files\Shared_SQL_Files_Treffert\GM CleanUp.sql,2351,"invoice_ID","	 CASE WHEN $Action = 'INSERT' THEN inserted.invoice_ID"
C:\Users\williamt\source\skillsinc\skills-inc-org\SQL-Projects\Shared SQL Files\Shared_SQL_Files_Treffert\GM CleanUp.sql,2352,"invoice_ID","		 ELSE deleted.invoice_ID"
C:\Users\williamt\source\skillsinc\skills-inc-org\SQL-Projects\Shared SQL Files\Shared_SQL_Files_Treffert\GM CleanUp.sql,2395,"invoice_id","			,d4.invoice_id"
C:\Users\williamt\source\skillsinc\skills-inc-org\SQL-Projects\Shared SQL Files\Shared_SQL_Files_Treffert\GM CleanUp.sql,2401,"invoice_id","	group by d4.invoice_id"
C:\Users\williamt\source\skillsinc\skills-inc-org\SQL-Projects\Shared SQL Files\Shared_SQL_Files_Treffert\GM CleanUp.sql,2404,"invoice_id","			,d4.invoice_id "
C:\Users\williamt\source\skillsinc\skills-inc-org\SQL-Projects\Shared SQL Files\Shared_SQL_Files_Treffert\GM CleanUp.sql,2410,"invoice_id","	and t.invoice_id = x.INVOICE_ID"
C:\Users\williamt\source\skillsinc\skills-inc-org\SQL-Projects\Shared SQL Files\Shared_SQL_Files_Treffert\GM CleanUp.sql,2445,"invoice_id","    and CMB.invoice_id = i2.invoice_id "
C:\Users\williamt\source\skillsinc\skills-inc-org\SQL-Projects\Shared SQL Files\Shared_SQL_Files_Treffert\GM CleanUp.sql,2490,"INVOICE_ID","	,[INVOICE_ID] ,[INV_LINE] ,[PART_ID] ,[SHIP_SHORT] ,[TRACE_ID] "
C:\Users\williamt\source\skillsinc\skills-inc-org\SQL-Projects\Shared SQL Files\Shared_SQL_Files_Treffert\GM CleanUp.sql,2509,"INVOICE_ID","	,[TRANSACTION_ID] ,[INVOICE_ID] ,[INV_LINE] ,[PART_ID] ,[SHIP_SHORT]"
C:\Users\williamt\source\skillsinc\skills-inc-org\SQL-Projects\Shared SQL Files\Shared_SQL_Files_Treffert\GM CleanUp.sql,2522,"INVOICE_ID","  order by [CUST_ORDER_ID],INVOICE_ID,COL_LINE"
C:\Users\williamt\source\skillsinc\skills-inc-org\SQL-Projects\Shared SQL Files\Shared_SQL_Files_Treffert\Gross Margin Report (Luke - updated 20190805).sql,171,"INVOICE_ID","	ON RL.INVOICE_ID = R.INVOICE_ID"
C:\Users\williamt\source\skillsinc\skills-inc-org\SQL-Projects\Shared SQL Files\Shared_SQL_Files_Treffert\Gross Margin Report (Luke - updated 20190805).sql,216,"INVOICE_ID","		ON RL.INVOICE_ID = R.INVOICE_ID"
C:\Users\williamt\source\skillsinc\skills-inc-org\SQL-Projects\Shared SQL Files\Shared_SQL_Files_Treffert\Gross Margin Report (Luke - updated 20190805).sql,260,"INVOICE_ID","		ON RL.INVOICE_ID = R.INVOICE_ID"
C:\Users\williamt\source\skillsinc\skills-inc-org\SQL-Projects\Shared SQL Files\Shared_SQL_Files_Treffert\Gross Margin Report (Luke - updated 20190805).sql,374,"INVOICE_ID","	ON RL.INVOICE_ID = R.INVOICE_ID"
C:\Users\williamt\source\skillsinc\skills-inc-org\SQL-Projects\Shared SQL Files\Shared_SQL_Files_Treffert\Gross Margin Report (Luke - updated 20190805).sql,494,"INVOICE_ID","	ON RL.INVOICE_ID = R.INVOICE_ID"
C:\Users\williamt\source\skillsinc\skills-inc-org\SQL-Projects\Shared SQL Files\Shared_SQL_Files_Treffert\Gross Margin Report (Luke - updated 20190806).sql,172,"INVOICE_ID","	ON RL.INVOICE_ID = R.INVOICE_ID"
C:\Users\williamt\source\skillsinc\skills-inc-org\SQL-Projects\Shared SQL Files\Shared_SQL_Files_Treffert\Gross Margin Report (Luke - updated 20190806).sql,217,"INVOICE_ID","		ON RL.INVOICE_ID = R.INVOICE_ID"
C:\Users\williamt\source\skillsinc\skills-inc-org\SQL-Projects\Shared SQL Files\Shared_SQL_Files_Treffert\Gross Margin Report (Luke - updated 20190806).sql,261,"INVOICE_ID","		ON RL.INVOICE_ID = R.INVOICE_ID"
C:\Users\williamt\source\skillsinc\skills-inc-org\SQL-Projects\Shared SQL Files\Shared_SQL_Files_Treffert\Gross Margin Report (Luke - updated 20190806).sql,378,"INVOICE_ID","	ON RL.INVOICE_ID = R.INVOICE_ID"
C:\Users\williamt\source\skillsinc\skills-inc-org\SQL-Projects\Shared SQL Files\Shared_SQL_Files_Treffert\Gross Margin Report (Luke - updated 20190806).sql,501,"INVOICE_ID","	ON RL.INVOICE_ID = R.INVOICE_ID"
C:\Users\williamt\source\skillsinc\skills-inc-org\SQL-Projects\Shared SQL Files\Shared_SQL_Files_Treffert\Gross Margin Report (Luke - updated 20190826).sql,154,"INVOICE_ID","	ON RL.INVOICE_ID = R.INVOICE_ID"
C:\Users\williamt\source\skillsinc\skills-inc-org\SQL-Projects\Shared SQL Files\Shared_SQL_Files_Treffert\Gross Margin Report (Luke - updated 20190826).sql,447,"INVOICE_ID","	ON RL.INVOICE_ID = R.INVOICE_ID"
C:\Users\williamt\source\skillsinc\skills-inc-org\SQL-Projects\Shared SQL Files\Shared_SQL_Files_Treffert\Gross Margin Report (Luke - updated 20190826).sql,603,"INVOICE_ID","--		ON RL.INVOICE_ID = R.INVOICE_ID"
C:\Users\williamt\source\skillsinc\skills-inc-org\SQL-Projects\Shared SQL Files\Shared_SQL_Files_Treffert\Gross Margin Report (Luke - updated 20190826).sql,647,"INVOICE_ID","--		ON RL.INVOICE_ID = R.INVOICE_ID"
C:\Users\williamt\source\skillsinc\skills-inc-org\SQL-Projects\Shared SQL Files\Shared_SQL_Files_Treffert\Gross Margin Report (Luke - updated 20190826).sql,756,"INVOICE_ID","	ON RL.INVOICE_ID = R.INVOICE_ID"
C:\Users\williamt\source\skillsinc\skills-inc-org\SQL-Projects\Shared SQL Files\Shared_SQL_Files_Treffert\Gross Margin Report (Luke - updated 20190826).sql,865,"INVOICE_ID","	ON RL.INVOICE_ID = R.INVOICE_ID"
C:\Users\williamt\source\skillsinc\skills-inc-org\SQL-Projects\Shared SQL Files\Shared_SQL_Files_Treffert\Gross Margin Report (Luke - updated 20190827).sql,146,"INVOICE_ID","	ON RL.INVOICE_ID = R.INVOICE_ID"
C:\Users\williamt\source\skillsinc\skills-inc-org\SQL-Projects\Shared SQL Files\Shared_SQL_Files_Treffert\Gross Margin Report (Luke - updated 20190827).sql,439,"INVOICE_ID","	ON RL.INVOICE_ID = R.INVOICE_ID"
C:\Users\williamt\source\skillsinc\skills-inc-org\SQL-Projects\Shared SQL Files\Shared_SQL_Files_Treffert\Gross Margin Report (Luke - updated 20190827).sql,634,"INVOICE_ID","	ON RL.INVOICE_ID = R.INVOICE_ID"
C:\Users\williamt\source\skillsinc\skills-inc-org\SQL-Projects\Shared SQL Files\Shared_SQL_Files_Treffert\Gross Margin Report (Luke - updated 20190827).sql,730,"INVOICE_ID","	ON RL.INVOICE_ID = R.INVOICE_ID"
C:\Users\williamt\source\skillsinc\skills-inc-org\SQL-Projects\Shared SQL Files\Shared_SQL_Files_Treffert\Gross Margin Report (Luke - updated 20190827B).sql,132,"INVOICE_ID","	ON RL.INVOICE_ID = R.INVOICE_ID"
C:\Users\williamt\source\skillsinc\skills-inc-org\SQL-Projects\Shared SQL Files\Shared_SQL_Files_Treffert\Gross Margin Report (Luke - updated 20190827B).sql,425,"INVOICE_ID","	ON RL.INVOICE_ID = R.INVOICE_ID"
C:\Users\williamt\source\skillsinc\skills-inc-org\SQL-Projects\Shared SQL Files\Shared_SQL_Files_Treffert\Gross Margin Report (Luke - updated 20190827B).sql,614,"INVOICE_ID","	ON RL.INVOICE_ID = R.INVOICE_ID"
C:\Users\williamt\source\skillsinc\skills-inc-org\SQL-Projects\Shared SQL Files\Shared_SQL_Files_Treffert\Gross Margin Report (Luke - updated 20190827B).sql,706,"INVOICE_ID","	ON RL.INVOICE_ID = R.INVOICE_ID"
C:\Users\williamt\source\skillsinc\skills-inc-org\SQL-Projects\Shared SQL Files\Shared_SQL_Files_Treffert\Gross Margin Report (Luke - updated 20190827C).sql,135,"INVOICE_ID","	ON RL.INVOICE_ID = R.INVOICE_ID"
C:\Users\williamt\source\skillsinc\skills-inc-org\SQL-Projects\Shared SQL Files\Shared_SQL_Files_Treffert\Gross Margin Report (Luke - updated 20190827C).sql,428,"INVOICE_ID","	ON RL.INVOICE_ID = R.INVOICE_ID"
C:\Users\williamt\source\skillsinc\skills-inc-org\SQL-Projects\Shared SQL Files\Shared_SQL_Files_Treffert\Gross Margin Report (Luke - updated 20190827C).sql,655,"INVOICE_ID","	ON RL.INVOICE_ID = R.INVOICE_ID"
C:\Users\williamt\source\skillsinc\skills-inc-org\SQL-Projects\Shared SQL Files\Shared_SQL_Files_Treffert\Gross Margin Report (Luke - updated 20190827C).sql,762,"INVOICE_ID","	ON RL.INVOICE_ID = R.INVOICE_ID"
C:\Users\williamt\source\skillsinc\skills-inc-org\SQL-Projects\Shared SQL Files\Shared_SQL_Files_Treffert\Gross Margin Report (Luke - updated 20190828).sql,135,"INVOICE_ID","	ON RL.INVOICE_ID = R.INVOICE_ID"
C:\Users\williamt\source\skillsinc\skills-inc-org\SQL-Projects\Shared SQL Files\Shared_SQL_Files_Treffert\Gross Margin Report (Luke - updated 20190828).sql,428,"INVOICE_ID","	ON RL.INVOICE_ID = R.INVOICE_ID"
C:\Users\williamt\source\skillsinc\skills-inc-org\SQL-Projects\Shared SQL Files\Shared_SQL_Files_Treffert\Gross Margin Report (Luke - updated 20190828).sql,642,"INVOICE_ID","	ON RL.INVOICE_ID = R.INVOICE_ID"
C:\Users\williamt\source\skillsinc\skills-inc-org\SQL-Projects\Shared SQL Files\Shared_SQL_Files_Treffert\Gross Margin Report (Luke - updated 20190828).sql,745,"INVOICE_ID","	ON RL.INVOICE_ID = R.INVOICE_ID"
C:\Users\williamt\source\skillsinc\skills-inc-org\SQL-Projects\Shared SQL Files\Shared_SQL_Files_Treffert\Gross Margin Report (Luke - updated 20190829).sql,135,"INVOICE_ID","	ON RL.INVOICE_ID = R.INVOICE_ID"
C:\Users\williamt\source\skillsinc\skills-inc-org\SQL-Projects\Shared SQL Files\Shared_SQL_Files_Treffert\Gross Margin Report (Luke - updated 20190829).sql,428,"INVOICE_ID","	ON RL.INVOICE_ID = R.INVOICE_ID"
C:\Users\williamt\source\skillsinc\skills-inc-org\SQL-Projects\Shared SQL Files\Shared_SQL_Files_Treffert\Gross Margin Report (Luke - updated 20190829).sql,655,"INVOICE_ID","	ON RL.INVOICE_ID = R.INVOICE_ID"
C:\Users\williamt\source\skillsinc\skills-inc-org\SQL-Projects\Shared SQL Files\Shared_SQL_Files_Treffert\Gross Margin Report (Luke - updated 20190829).sql,762,"INVOICE_ID","	ON RL.INVOICE_ID = R.INVOICE_ID"
C:\Users\williamt\source\skillsinc\skills-inc-org\SQL-Projects\Shared SQL Files\Shared_SQL_Files_Treffert\Gross Margin Report (Luke - updated 20190829B).sql,60,"INVOICE_ID","	, RL.INVOICE_ID"
C:\Users\williamt\source\skillsinc\skills-inc-org\SQL-Projects\Shared SQL Files\Shared_SQL_Files_Treffert\Gross Margin Report (Luke - updated 20190829B).sql,150,"INVOICE_ID","	ON RL.INVOICE_ID = R.INVOICE_ID"
C:\Users\williamt\source\skillsinc\skills-inc-org\SQL-Projects\Shared SQL Files\Shared_SQL_Files_Treffert\Gross Margin Report (Luke - updated 20190829B).sql,444,"INVOICE_ID","	ON RL.INVOICE_ID = R.INVOICE_ID"
C:\Users\williamt\source\skillsinc\skills-inc-org\SQL-Projects\Shared SQL Files\Shared_SQL_Files_Treffert\Gross Margin Report (Luke - updated 20190829B).sql,532,"INVOICE_ID","	, LINKED.INVOICE_ID"
C:\Users\williamt\source\skillsinc\skills-inc-org\SQL-Projects\Shared SQL Files\Shared_SQL_Files_Treffert\Gross Margin Report (Luke - updated 20190829B).sql,641,"INVOICE_ID","	, RL.INVOICE_ID"
C:\Users\williamt\source\skillsinc\skills-inc-org\SQL-Projects\Shared SQL Files\Shared_SQL_Files_Treffert\Gross Margin Report (Luke - updated 20190829B).sql,724,"INVOICE_ID","	ON RL.INVOICE_ID = R.INVOICE_ID"
C:\Users\williamt\source\skillsinc\skills-inc-org\SQL-Projects\Shared SQL Files\Shared_SQL_Files_Treffert\Gross Margin Report (Luke - updated 20190829B).sql,749,"INVOICE_ID","	, RL.INVOICE_ID"
C:\Users\williamt\source\skillsinc\skills-inc-org\SQL-Projects\Shared SQL Files\Shared_SQL_Files_Treffert\Gross Margin Report (Luke - updated 20190829B).sql,832,"INVOICE_ID","	ON RL.INVOICE_ID = R.INVOICE_ID"
C:\Users\williamt\source\skillsinc\skills-inc-org\SQL-Projects\Shared SQL Files\Shared_SQL_Files_Treffert\Gross Margin Report (Luke - updated 20190830).sql,60,"INVOICE_ID","	, RL.INVOICE_ID"
C:\Users\williamt\source\skillsinc\skills-inc-org\SQL-Projects\Shared SQL Files\Shared_SQL_Files_Treffert\Gross Margin Report (Luke - updated 20190830).sql,79,"INVOICE_ID","		WHEN RL.INVOICE_ID LIKE '%DM%' THEN 0						--> DM"
C:\Users\williamt\source\skillsinc\skills-inc-org\SQL-Projects\Shared SQL Files\Shared_SQL_Files_Treffert\Gross Margin Report (Luke - updated 20190830).sql,80,"INVOICE_ID","		WHEN RL.INVOICE_ID LIKE '%CM%' THEN 0						--> CM"
C:\Users\williamt\source\skillsinc\skills-inc-org\SQL-Projects\Shared SQL Files\Shared_SQL_Files_Treffert\Gross Margin Report (Luke - updated 20190830).sql,87,"INVOICE_ID","		WHEN RL.INVOICE_ID LIKE '%DM%' THEN RL.AMOUNT				--> DM"
C:\Users\williamt\source\skillsinc\skills-inc-org\SQL-Projects\Shared SQL Files\Shared_SQL_Files_Treffert\Gross Margin Report (Luke - updated 20190830).sql,88,"INVOICE_ID","		WHEN RL.INVOICE_ID LIKE '%CM%' THEN RL.AMOUNT				--> CM"
C:\Users\williamt\source\skillsinc\skills-inc-org\SQL-Projects\Shared SQL Files\Shared_SQL_Files_Treffert\Gross Margin Report (Luke - updated 20190830).sql,101,"INVOICE_ID","		WHEN RL.INVOICE_ID LIKE '%DM%' THEN 0						--> DM"
C:\Users\williamt\source\skillsinc\skills-inc-org\SQL-Projects\Shared SQL Files\Shared_SQL_Files_Treffert\Gross Margin Report (Luke - updated 20190830).sql,102,"INVOICE_ID","		WHEN RL.INVOICE_ID LIKE '%CM%' THEN 0						--> CM"
C:\Users\williamt\source\skillsinc\skills-inc-org\SQL-Projects\Shared SQL Files\Shared_SQL_Files_Treffert\Gross Margin Report (Luke - updated 20190830).sql,108,"INVOICE_ID","		WHEN RL.INVOICE_ID LIKE '%DM%' THEN 0						--> DM"
C:\Users\williamt\source\skillsinc\skills-inc-org\SQL-Projects\Shared SQL Files\Shared_SQL_Files_Treffert\Gross Margin Report (Luke - updated 20190830).sql,109,"INVOICE_ID","		WHEN RL.INVOICE_ID LIKE '%CM%' THEN 0						--> CM"
C:\Users\williamt\source\skillsinc\skills-inc-org\SQL-Projects\Shared SQL Files\Shared_SQL_Files_Treffert\Gross Margin Report (Luke - updated 20190830).sql,115,"INVOICE_ID","		WHEN RL.INVOICE_ID LIKE '%DM%' THEN 0						--> DM"
C:\Users\williamt\source\skillsinc\skills-inc-org\SQL-Projects\Shared SQL Files\Shared_SQL_Files_Treffert\Gross Margin Report (Luke - updated 20190830).sql,116,"INVOICE_ID","		WHEN RL.INVOICE_ID LIKE '%CM%' THEN 0						--> CM"
C:\Users\williamt\source\skillsinc\skills-inc-org\SQL-Projects\Shared SQL Files\Shared_SQL_Files_Treffert\Gross Margin Report (Luke - updated 20190830).sql,122,"INVOICE_ID","		WHEN RL.INVOICE_ID LIKE '%DM%' THEN 0						--> DM"
C:\Users\williamt\source\skillsinc\skills-inc-org\SQL-Projects\Shared SQL Files\Shared_SQL_Files_Treffert\Gross Margin Report (Luke - updated 20190830).sql,123,"INVOICE_ID","		WHEN RL.INVOICE_ID LIKE '%CM%' THEN 0						--> CM"
C:\Users\williamt\source\skillsinc\skills-inc-org\SQL-Projects\Shared SQL Files\Shared_SQL_Files_Treffert\Gross Margin Report (Luke - updated 20190830).sql,129,"INVOICE_ID","		WHEN RL.INVOICE_ID LIKE '%DM%' THEN 0						--> DM"
C:\Users\williamt\source\skillsinc\skills-inc-org\SQL-Projects\Shared SQL Files\Shared_SQL_Files_Treffert\Gross Margin Report (Luke - updated 20190830).sql,130,"INVOICE_ID","		WHEN RL.INVOICE_ID LIKE '%CM%' THEN 0						--> CM"
C:\Users\williamt\source\skillsinc\skills-inc-org\SQL-Projects\Shared SQL Files\Shared_SQL_Files_Treffert\Gross Margin Report (Luke - updated 20190830).sql,136,"INVOICE_ID","		WHEN RL.INVOICE_ID LIKE '%DM%' THEN 0						--> DM"
C:\Users\williamt\source\skillsinc\skills-inc-org\SQL-Projects\Shared SQL Files\Shared_SQL_Files_Treffert\Gross Margin Report (Luke - updated 20190830).sql,137,"INVOICE_ID","		WHEN RL.INVOICE_ID LIKE '%CM%' THEN 0						--> CM"
C:\Users\williamt\source\skillsinc\skills-inc-org\SQL-Projects\Shared SQL Files\Shared_SQL_Files_Treffert\Gross Margin Report (Luke - updated 20190830).sql,166,"INVOICE_ID","	ON RL.INVOICE_ID = R.INVOICE_ID"
C:\Users\williamt\source\skillsinc\skills-inc-org\SQL-Projects\Shared SQL Files\Shared_SQL_Files_Treffert\Gross Margin Report (Luke - updated 20190830).sql,177,"INVOICE_ID","--ORDER BY CUST_ORDER_ID, LINE_NO, INVOICE_ID"
C:\Users\williamt\source\skillsinc\skills-inc-org\SQL-Projects\Shared SQL Files\Shared_SQL_Files_Treffert\Gross Margin Report (Luke - updated 20190830).sql,461,"INVOICE_ID","	ON RL.INVOICE_ID = R.INVOICE_ID"
C:\Users\williamt\source\skillsinc\skills-inc-org\SQL-Projects\Shared SQL Files\Shared_SQL_Files_Treffert\Gross Margin Report (Luke - updated 20190830).sql,548,"INVOICE_ID","	, LINKED.INVOICE_ID"
C:\Users\williamt\source\skillsinc\skills-inc-org\SQL-Projects\Shared SQL Files\Shared_SQL_Files_Treffert\Gross Margin Report (Luke - updated 20190830).sql,657,"INVOICE_ID","	, RL.INVOICE_ID"
C:\Users\williamt\source\skillsinc\skills-inc-org\SQL-Projects\Shared SQL Files\Shared_SQL_Files_Treffert\Gross Margin Report (Luke - updated 20190830).sql,740,"INVOICE_ID","	ON RL.INVOICE_ID = R.INVOICE_ID"
C:\Users\williamt\source\skillsinc\skills-inc-org\SQL-Projects\Shared SQL Files\Shared_SQL_Files_Treffert\Gross Margin Report (Luke - updated 20190830).sql,765,"INVOICE_ID","	, RL.INVOICE_ID"
